scenario,replicate_count,success_rate,mean_initial_helping_trait,mean_final_helping_trait,mean_helping_trait_change,mean_initial_helping_invasion_frequency,mean_final_helping_invasion_frequency,mean_helping_invasion_frequency_change,mean_final_population,mean_juvenile_survival_rate,mean_care_relatedness,mean_available_care_relatedness,mean_care_assortment_gain,mean_kin_care_fraction,mean_expected_juvenile_survival_benefit,mean_benefit_per_care_unit,mean_relatedness_weighted_survival_benefit,mean_total_helper_energy_cost,mean_expected_helper_reproduction_cost,mean_hamilton_margin_proxy,mean_mate_relatedness,mean_outside_group_mating_fraction,mean_close_kin_mate_rejections
cost_too_high,5,0.0,0.0447869227162633,nan,nan,0.059375,nan,nan,0.0,0.8,0.25585720202133116,0.2558572020213312,-1.1102230246251566e-17,0.840502951329741,0.0,0.5310700247009401,0.0,0.0,0.0,0.0,0.0453125,0.8,0.0
high_juvenile_dispersal,5,0.2,0.037809072033983517,0.07983508038675904,0.024815229789976842,0.04375,0.1654643691588785,0.0834331191588785,85.4,0.3333333333333333,0.10858169438626734,0.10458303929302373,0.003998655093243611,0.3587770739372345,2.798155658353232,0.615556633295486,0.34088694551479254,0.3176223166295531,0.0,0.34088694551479254,0.0453125,0.8,5.4
kin_biased_rearing,5,0.6,0.0447869227162633,0.14812031291473116,0.10333339019846785,0.059375,0.9712202380952382,0.9118452380952381,197.0,1.0,0.18992453066626588,0.1771144963199113,0.012810034346354577,0.7811267817178622,7.8000000000000025,0.0861547878898122,1.3004125138094627,2.042422587841561,0.0,1.3004125138094627,0.08072544642857142,0.6942857142857143,145.6
no_rearing_dependency,5,0.0,0.0447869227162633,0.05394343652665946,0.009156513810396168,0.059375,0.08743569209862163,0.02806069209862163,117.0,0.7666666666666667,nan,nan,nan,nan,0.0,nan,0.0,0.0,0.0,0.0,0.08515625,0.76,48.2
no_relatedness_bias,5,0.0,0.0447869227162633,0.04750139104613826,0.002714468329874961,0.059375,0.07627957413249212,0.016904574132492117,256.4,1.0,0.12021660940033446,0.12021660940033446,0.0,0.3541182762825144,8.736960219871941,0.3404159225361821,0.8465520858088401,0.8908306555824117,0.0,0.8465520858088401,0.08067708333333333,0.43333333333333335,74.4
shuffled_relatedness,5,0.6,0.0447869227162633,0.11764266619584773,0.06960462818225828,0.059375,0.6349764226342711,0.5685701726342711,178.0,1.0,0.18733849494604068,0.18664985132177664,0.000688643624264057,0.8025292385826568,5.330000000000001,0.20530485218622058,0.8633057174959126,1.565658781094539,0.06999999999999999,0.7933057174959125,0.08567708333333333,0.55,152.2
