scenario,seed,success,initial_mean_helping_trait,final_mean_helping_trait,helping_trait_change,initial_helping_invasion_frequency,final_helping_invasion_frequency,helping_invasion_frequency_change,final_population,final_juvenile_count,final_adult_count,latest_juvenile_survival_rate,latest_total_care,latest_mean_care_relatedness,latest_mean_household_care_relatedness,latest_mean_outside_household_care_relatedness,latest_household_care_fraction,latest_grandmother_care_fraction,latest_grandmother_household_care_fraction,latest_mean_available_care_relatedness,latest_care_assortment_gain,latest_kin_care_fraction,latest_expected_juvenile_survival_benefit,latest_benefit_per_care_unit,latest_relatedness_weighted_survival_benefit,latest_total_helper_energy_cost,latest_expected_helper_reproduction_cost,latest_hamilton_margin_proxy,latest_fostered_birth_fraction,mean_lifetime_offspring_rare_helpers,mean_lifetime_offspring_residents,lifetime_offspring_difference_rare_minus_resident,lifetime_offspring_ratio_rare_to_resident,lifetime_offspring_rare_helper_count,lifetime_offspring_resident_count,latest_mean_mate_relatedness,latest_outside_group_mating_fraction,latest_close_kin_mate_rejections
kin_biased_rearing_grandmother_on,0,1,0.04789433937321305,0.13974146944914667,0.09184713007593362,0.0703125,0.9526813880126183,0.8823688880126183,317,20,133,1.0,83.6351380273,0.1759956241539779,0.1759956241539779,0.14123652317268492,1.0,0.3210518134760176,1.0,0.15369650942031618,0.022299114733661723,0.8072722091426379,10.400000000000002,0.12434964830936548,1.866616136741253,2.5090541408190026,0.0,1.866616136741253,0.0,1.9798319327731093,4.666666666666667,-2.6868347338935576,0.424249699879952,595,156,0.080078125,0.5,219
kin_biased_rearing_grandmother_on,1,0,0.028615349416912364,nan,nan,0.03125,nan,nan,0,0,0,0.0,0.0,0.34259586002494347,0.34259586002494347,0.0,1.0,0.6715909972269081,1.0,0.34259586002494347,0.0,1.0,0.0,0.7500000000000002,0.0,0.0,0.0,0.0,0.0,3.2,5.7254901960784315,-2.5254901960784313,0.5589041095890411,5,102,0.0,1.0,0
kin_biased_rearing_grandmother_on,2,0,0.019112973733329215,nan,nan,0.0,nan,nan,0,0,0,1.0,0.0,0.13851776521390105,0.20441532937651472,0.0,0.6776290488408712,0.447140154951004,0.685731224519727,0.13851776521390105,0.0,0.431057162615555,0.0,0.7499999999999999,0.0,0.0,0.0,0.0,0.0,nan,6.2444444444444445,nan,nan,0,90,0.0,1.0,0
kin_biased_rearing_grandmother_on,3,1,0.060736775988528904,0.15711874827620903,0.09638197228768013,0.09375,0.984375,0.890625,320,18,151,1.0,117.37169126804913,0.16167928800753356,0.16167928800753356,0.06387986488233773,1.0,0.2220281269033348,1.0,0.14550044673533838,0.016178841272195182,0.6603784784929259,10.400000000000002,0.08860739661873722,1.6827133077129772,3.5211507380414764,0.0,1.6827133077129772,0.0,1.9740680713128038,4.554838709677419,-2.5807706383646156,0.4334002139567771,617,155,0.07421875,1.0,83
kin_biased_rearing_grandmother_on,4,1,0.02839130830642853,0.079684778659474,0.051293470353045476,0.0234375,0.13574660633484162,0.11230910633484162,221,10,97,1.0,44.97917195597226,0.20829020547050967,0.20829020547050967,0.171875,1.0,0.3217424359047366,1.0,0.1978917174136758,0.010398488056833854,0.9478451422524181,3.9,0.08670679851148659,0.8123929439665113,1.3493751586791694,0.35,0.4623929439665113,0.0,2.4523809523809526,2.853982300884956,-0.4016013485040033,0.8592838685861942,84,452,0.083984375,0.75,596
no_relatedness_bias,0,1,0.04789433937321305,0.08276204141123707,0.034867702038024015,0.0703125,0.175,0.10468749999999999,320,30,150,1.0,63.29458641102013,0.12104703640881392,0.12522478848047558,0.10412304363005304,0.8020186434214122,0.2799535723604394,0.7858615846258398,0.11224107227892319,0.008805964129890737,0.2743066045109252,16.068993584600154,0.25387627119090167,2.0760313127329817,1.8988375923306082,0.0,2.0760313127329817,0.0,2.2569832402234637,2.4604105571847508,-0.20342731696128702,0.9173197674805734,179,682,0.0796875,0.2,126
no_relatedness_bias,1,0,0.028615349416912364,0.04944362988401974,0.020828280467107378,0.03125,0.024390243902439025,-0.006859756097560975,205,23,102,1.0,23.106587088430587,0.169630118205495,0.169630118205495,0.14863870574848795,1.0,0.26695943037487835,1.0,0.153539202012745,0.016090916192749993,0.7362275178078113,12.193223896886186,0.5276947153736619,2.0610882159713477,0.693197612652922,0.0,2.0610882159713477,0.0,2.5185185185185186,2.9979035639413,-0.47938504542278126,0.84009324009324,27,477,0.080078125,0.0,167
no_relatedness_bias,2,0,0.019112973733329215,nan,nan,0.0,nan,nan,0,0,0,1.0,0.0,0.29828316882004635,0.3115658781891564,0.21850081066763197,0.8572750257121122,0.5074422117533841,0.8535671832430866,0.29828316882004635,0.0,0.9347823927355264,0.0,0.6047905426118008,0.0,0.0,0.0,0.0,0.0,nan,5.099099099099099,nan,nan,0,111,0.0859375,0.0,0
no_relatedness_bias,3,1,0.060736775988528904,0.1184782622981537,0.05774148630962479,0.09375,0.7694805194805194,0.6757305194805194,308,28,147,1.0,84.90690128448017,0.11181181056536531,0.11264777565552793,0.10008255416240973,0.9334699280374311,0.21962063179811658,0.9433026651123498,0.10440553240106731,0.007406278164297994,0.24759932615570152,13.314552856160683,0.15681355290013851,1.6552391857898776,2.5472070385344083,0.35,1.3052391857898775,0.0,1.9240506329113924,3.0787172011661808,-1.1546665682547883,0.624952052167242,553,343,0.06138392857142857,0.14285714285714285,157
no_relatedness_bias,4,1,0.02839130830642853,0.06701482913356369,0.03862352082713516,0.0234375,0.05194805194805195,0.02851055194805195,308,29,154,1.0,49.43066412078603,0.14421114353334286,0.14754640196034963,0.11521114347942721,0.896853818905612,0.2244680007833653,0.8775656598903666,0.13937617497984928,0.004834968553493579,0.5450866232864539,13.000000000000004,0.2629946457574179,1.9054923840699234,1.482919923623577,0.0,1.9054923840699234,0.0,2.716666666666667,2.6565495207667733,0.060117145899893476,1.0226297855281619,60,626,0.0798611111111111,0.2222222222222222,456
shuffled_relatedness,0,0,0.04789433937321305,0.10452921197322479,0.05663487260001174,0.0703125,0.5205479452054794,0.4502354452054794,73,0,25,1.0,0.0,0.2242038401791792,0.2242038401791792,0.13304178242710196,1.0,0.5204196632460485,1.0,0.22824241780297233,-0.004038577623793144,0.9549310440483205,0.0,0.10041127374520298,0.0,0.0,0.0,0.0,0.0,1.9831932773109244,3.855769230769231,-1.8725759534583064,0.5143443911230328,119,208,0.09375,0.0,24
shuffled_relatedness,1,0,0.028615349416912364,nan,nan,0.03125,nan,nan,0,0,0,1.0,0.0,0.21276839520397137,0.22386571729559265,0.18482517293162676,0.7157487870004166,0.2100118887274225,0.8481639997987319,0.21276839520397137,0.0,0.6450229897892855,0.0,0.20213868827630688,0.0,0.0,0.0,0.0,0.0,2.6153846153846154,4.992481203007519,-2.3770965876229035,0.5238646895273401,13,133,0.078125,0.0,0
shuffled_relatedness,2,0,0.019112973733329215,nan,nan,0.0,nan,nan,0,0,0,0.0,0.0,0.27615619028264443,0.34292629095193944,0.17944129501496187,0.5915826997663173,0.5162742007838106,0.6471998274446841,0.27615619028264443,0.0,0.7990804819864046,0.0,0.75,0.0,0.0,0.0,0.0,0.0,nan,6.574712643678161,nan,nan,0,87,0.0,1.0,0
shuffled_relatedness,3,1,0.060736775988528904,0.15678382484504874,0.09604704885651984,0.09375,0.96875,0.875,320,20,160,1.0,94.9124384041567,0.15550420585769073,0.15751654285875602,0.1293975509405094,0.9284349521876216,0.2707393645858129,0.9412956616573992,0.15619993314272793,-0.0006957272850371954,0.6525782186180887,10.400000000000002,0.10957467930298719,1.631224065819468,2.8473731521247028,0.0,1.631224065819468,0.0,2.023381294964029,4.729166666666667,-2.705785371702638,0.4278515513580325,556,144,0.083984375,0.5,246
shuffled_relatedness,4,0,0.02839130830642853,0.08148485353143044,0.05309354522500191,0.0234375,0.0,-0.0234375,1,0,0,1.0,0.0,0.23955051205113626,0.23955051205113626,0.0,1.0,0.5513430526672003,1.0,0.23955051205113626,0.0,1.0,0.0,0.09647177978038922,0.0,0.0,0.0,0.0,0.0,2.962962962962963,4.619354838709677,-1.6563918757467144,0.6414235464514794,27,155,0.0859375,0.0,0
no_rearing_dependency,0,0,0.04789433937321305,0.03305456477060024,-0.014839774602612814,0.0703125,0.00510204081632653,-0.06521045918367346,196,25,97,1.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,0.0,0.0,0.0,0.0,0.0,1.1481481481481481,1.8828125,-0.7346643518518519,0.6098048255724604,27,640,0.078125,0.8333333333333334,207
no_rearing_dependency,1,0,0.028615349416912364,0.02812255299869198,-0.0004927964182203856,0.03125,0.010526315789473684,-0.020723684210526318,285,31,140,0.9545454545454546,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,0.0,0.0,0.0,0.0,0.0,1.0714285714285714,1.9397435897435897,-0.8683150183150183,0.5523557737701822,14,780,0.0796875,0.6,417
no_rearing_dependency,2,0,0.019112973733329215,0.025632626061314563,0.006519652327985348,0.0,0.00625,0.00625,320,15,160,1.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,0.0,0.0,0.0,0.0,0.0,1.5714285714285714,1.8726190476190476,-0.30119047619047623,0.8391608391608392,7,840,0.083984375,0.25,195
no_rearing_dependency,3,0,0.060736775988528904,0.1063282439687339,0.045591467980205,0.09375,0.6531365313653137,0.5593865313653137,271,32,149,1.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,0.0,0.0,0.0,0.0,0.0,2.0535117056856187,1.856832971800434,0.19667873388518475,1.1059216078517176,299,461,0.0849609375,0.375,363
no_rearing_dependency,4,0,0.02839130830642853,0.02683271372603681,-0.0015585945803917173,0.0234375,0.007142857142857143,-0.016294642857142858,140,7,65,0.8333333333333334,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,0.0,0.0,0.0,0.0,0.0,1.0,1.778688524590164,-0.778688524590164,0.5622119815668203,9,610,0.0859375,1.0,84
unrelated_rearing_groups,0,0,0.038545295718516004,nan,nan,0.046875,nan,nan,0,0,0,0.0,0.0,0.05035293998196386,0.046875,0.05035293998196386,0.0,0.11129407942284336,0.0,0.05035293998196385,6.938893903907228e-18,0.0,0.0,0.7499999999999997,0.0,0.0,0.0,0.0,1.0,4.333333333333333,4.975206611570248,-0.6418732782369148,0.870985603543743,6,121,0.078125,1.0,0
unrelated_rearing_groups,1,0,0.04024672473326536,nan,nan,0.046875,nan,nan,0,0,0,0.0,0.0,0.0064823045752616625,0.10978656321555605,0.0064823045752616625,0.0,0.6314027402429763,0.0,0.0064823045752616625,0.0,0.0,0.0,0.7499999999999999,0.0,0.0,0.0,0.0,1.0,8.5,5.214285714285714,3.2857142857142856,1.6301369863013697,2,126,0.0234375,1.0,0
unrelated_rearing_groups,2,0,0.018718883457497386,nan,nan,0.0,nan,nan,0,0,0,1.0,0.0,0.0,0.140625,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,1.0,nan,5.6761904761904765,nan,nan,0,105,0.0,0.0,0
unrelated_rearing_groups,3,0,0.02067122450589681,nan,nan,0.0,nan,nan,0,0,0,0.0,0.0,0.1875,0.265625,0.1875,0.0,1.0,0.0,0.1875,0.0,1.0,0.0,0.7499999999999997,0.0,0.0,0.0,0.0,1.0,2.0,6.395833333333333,-4.395833333333333,0.3127035830618893,1,96,0.03125,1.0,0
unrelated_rearing_groups,4,0,0.02096855279247783,nan,nan,0.0078125,nan,nan,0,0,0,0.0,0.0,0.0,0.20030164012419102,0.0,0.0,0.3673854220641729,0.0,0.0,0.0,0.0,0.0,0.7500000000000001,0.0,0.0,0.0,0.0,1.0,nan,6.111111111111111,nan,nan,0,90,0.0,0.5,0
cost_too_high,0,0,0.04789433937321305,nan,nan,0.0703125,nan,nan,0,0,0,1.0,0.0,0.22839543569718188,0.22839543569718188,0.19808445032665015,1.0,0.28751645180926627,1.0,0.22839543569718188,0.0,0.5152726542812348,0.0,0.7499999999999999,0.0,0.0,0.0,0.0,0.0,1.9393939393939394,5.008849557522124,-3.0694556181281847,0.3871934896669879,33,113,0.0859375,1.0,0
cost_too_high,1,0,0.028615349416912364,nan,nan,0.03125,nan,nan,0,0,0,0.0,0.0,0.23926066180304903,0.23926066180304903,0.18046162422057535,1.0,0.4489149220652714,1.0,0.23926066180304903,0.0,0.689541052355654,0.0,0.7500000000000001,0.0,0.0,0.0,0.0,0.0,3.3333333333333335,5.364485981308412,-2.031152647975078,0.6213704994192799,3,107,0.0,1.0,0
cost_too_high,2,0,0.019112973733329215,nan,nan,0.0,nan,nan,0,0,0,1.0,0.0,0.14805057772157396,0.328125,0.0,0.451201760675273,0.451201760675273,1.0,0.14805057772157396,0.0,0.451201760675273,0.0,0.7500000000000001,0.0,0.0,0.0,0.0,0.0,nan,5.6923076923076925,nan,nan,0,91,0.0,1.0,0
cost_too_high,3,0,0.060736775988528904,0.07180710841211085,0.01107033242358195,0.09375,0.0,-0.09375,1,0,0,1.0,0.0,0.31942450439930276,0.31942450439930276,0.078125,1.0,0.16690112641010743,1.0,0.3194245043993027,5.551115123125783e-17,1.0,0.0,0.5140119284743544,0.0,0.0,0.0,0.0,0.0,1.8181818181818181,4.6016260162601625,-2.783444198078344,0.39511725024092514,44,123,0.078125,1.0,0
cost_too_high,4,0,0.02839130830642853,nan,nan,0.0234375,nan,nan,0,0,0,0.0,0.0,0.13560216152685822,0.15255573388339433,0.0,0.8888696483247589,0.5571831339661542,0.8005496848330811,0.13560216152685822,0.0,0.6666089449742768,0.0,0.75,0.0,0.0,0.0,0.0,0.0,1.3,5.968085106382978,-4.6680851063829785,0.21782531194295904,10,94,0.09375,1.0,0
high_juvenile_dispersal,0,1,0.07018771189511439,0.11153485388357905,0.04134714198846466,0.125,0.6739811912225705,0.5489811912225705,319,19,138,1.0,63.73750717772557,0.08913786398016812,0.15255138179875094,0.07474954377059098,0.18493547934393592,0.2909097158977509,0.21287378429395143,0.08568330136809445,0.0034545626120736778,0.14236890795300192,9.750000000000002,0.152971153591136,0.9981343967775443,1.9121252153317692,0.0,0.9981343967775443,0.0,1.90625,2.843612334801762,-0.9373623348017621,0.6703621223857474,544,454,0.056640625,0.5,46
high_juvenile_dispersal,1,1,0.07148462724745769,0.10130607328291394,0.02982144603545625,0.1328125,0.553125,0.4203125,320,18,129,1.0,63.83575189549136,0.09790439486536434,0.17189019280418938,0.08765497985467884,0.12167613343399422,0.26989708821115954,0.11646017935410981,0.08959925325862796,0.008305141606736385,0.16257800627290214,9.100000000000001,0.14255334557503235,0.9079321020852391,1.9150725568647395,0.0,0.9079321020852391,0.0,1.9392624728850325,2.6731898238747553,-0.7339273509897228,0.7254488460060408,461,511,0.064453125,0.5,43
high_juvenile_dispersal,2,0,0.018468372535806882,nan,nan,0.0,nan,nan,0,0,0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7499999999999991,0.0,0.0,0.0,0.0,0.0,nan,6.25,nan,nan,0,96,0.0,1.0,0
high_juvenile_dispersal,3,0,0.02903404941069932,nan,nan,0.0234375,nan,nan,0,0,0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7500000000000004,0.0,0.0,0.0,0.0,0.0,3.7777777777777777,5.466666666666667,-1.688888888888889,0.6910569105691057,9,105,0.0,0.0,0
high_juvenile_dispersal,4,0,0.020678774469230617,nan,nan,0.0078125,nan,nan,0,0,0,0.0,0.0,0.12629171387612412,0.22656250000000003,0.0,0.5574254957290995,0.4425745042709005,0.0,0.12629171387612412,0.0,0.5574254957290995,0.0,0.7499999999999999,0.0,0.0,0.0,0.0,0.0,nan,6.988505747126437,nan,nan,0,87,0.0,1.0,0
