mechanism,benefit_scale,cost_scale,seed,initial_mean_trait,final_mean_trait,trait_gain,final_std_trait,final_identity_count,emergence_success
kin_selection,0.8,0.3,5,0.11899369572264468,0.0417777714089295,-0.07721592431371518,0.03022756862678495,1,0
kin_selection,0.8,0.3,6,0.11990100497716376,0.18508938658763266,0.0651883816104689,0.08435041268490139,2,0
kin_selection,0.8,0.3,7,0.1142221685091476,0.28709868915534703,0.17287652064619943,0.07276779702239534,2,0
kin_selection,1.0,0.1,0,0.11982660185613107,0.6006670056958747,0.48084040383974364,0.07020047254428179,1,1
kin_selection,1.0,0.1,1,0.11914007165541113,0.6001416727875277,0.4810016011321166,0.052775982569517224,1,1
kin_selection,1.0,0.1,2,0.11797424272741182,0.6796273389961205,0.5616530962687086,0.06309519256818047,1,1
kin_selection,1.0,0.1,3,0.12236215370906406,0.7436860785521604,0.6213239248430964,0.053023233395129474,1,1
kin_selection,1.0,0.1,4,0.12040570537335116,0.6135594928958972,0.493153787522546,0.05677311096769201,2,1
kin_selection,1.0,0.1,5,0.11899369572264468,0.6921179402197404,0.5731242444970956,0.07334200075166186,2,1
kin_selection,1.0,0.1,6,0.11990100497716376,0.5861026077665166,0.4662016027893528,0.08059275382729009,1,1
kin_selection,1.0,0.1,7,0.1142221685091476,0.6149892932034283,0.5007671246942808,0.06111832669164375,1,1
kin_selection,1.0,0.2,0,0.11982660185613107,0.3991103385440258,0.2792837366878947,0.057246568703541195,2,0
kin_selection,1.0,0.2,1,0.11914007165541113,0.5613450252398977,0.4422049535844866,0.07665677888723176,2,1
kin_selection,1.0,0.2,2,0.11797424272741182,0.48282339734874946,0.36484915462133766,0.05048415895017516,2,0
kin_selection,1.0,0.2,3,0.12236215370906406,0.4096328440420252,0.28727069033296115,0.06555602363225561,1,0
kin_selection,1.0,0.2,4,0.12040570537335116,0.41111357202745097,0.2907078666540998,0.08791518430022181,1,0
kin_selection,1.0,0.2,5,0.11899369572264468,0.4793246327205447,0.36033093699790003,0.06813218885930872,1,0
kin_selection,1.0,0.2,6,0.11990100497716376,0.2705805063533359,0.15067950137617214,0.09850049239990231,1,0
kin_selection,1.0,0.2,7,0.1142221685091476,0.32500268310180425,0.21078051459265665,0.09678674760256353,1,0
kin_selection,1.0,0.3,0,0.11982660185613107,0.3419901703650751,0.22216356850894403,0.09863910084146198,2,0
kin_selection,1.0,0.3,1,0.11914007165541113,0.182077443001524,0.06293737134611288,0.061676857020078864,1,0
kin_selection,1.0,0.3,2,0.11797424272741182,0.2551952513288487,0.13722100860143688,0.08303323862909626,2,0
kin_selection,1.0,0.3,3,0.12236215370906406,0.121056495441839,-0.0013056582672250627,0.07688354785006862,1,0
kin_selection,1.0,0.3,4,0.12040570537335116,0.2933797058330665,0.17297400045971534,0.05368447506320845,3,0
kin_selection,1.0,0.3,5,0.11899369572264468,0.3277690901160129,0.20877539439336823,0.05384043166882403,3,0
kin_selection,1.0,0.3,6,0.11990100497716376,0.254877226425786,0.1349762214486222,0.1183612562990993,2,0
kin_selection,1.0,0.3,7,0.1142221685091476,0.17685593555232101,0.06263376704317342,0.06281719673794492,1,0
kin_selection,1.2,0.1,0,0.11982660185613107,0.7347482281647997,0.6149216263086686,0.07920538582862093,1,1
kin_selection,1.2,0.1,1,0.11914007165541113,0.8325596096588439,0.7134195380034327,0.050390981465079136,1,1
kin_selection,1.2,0.1,2,0.11797424272741182,0.6145247187771923,0.4965504760497805,0.0529048923927985,1,1
kin_selection,1.2,0.1,3,0.12236215370906406,0.6570371774660182,0.5346750237569542,0.05790645934772202,1,1
kin_selection,1.2,0.1,4,0.12040570537335116,0.70940766970919,0.5890019643358388,0.05353540418009895,1,1
kin_selection,1.2,0.1,5,0.11899369572264468,0.7898035972510579,0.6708099015284132,0.052191361019116624,1,1
kin_selection,1.2,0.1,6,0.11990100497716376,0.8816839111671535,0.7617829061899898,0.0780080605180134,1,1
kin_selection,1.2,0.1,7,0.1142221685091476,0.8019858799208942,0.6877637114117466,0.05606868014894072,1,1
kin_selection,1.2,0.2,0,0.11982660185613107,0.49591728087029296,0.3760906790141619,0.06061718856359519,1,0
kin_selection,1.2,0.2,1,0.11914007165541113,0.6233050812697432,0.504165009614332,0.07134532935098378,1,1
kin_selection,1.2,0.2,2,0.11797424272741182,0.527167744461651,0.40919350173423924,0.05576285653610266,1,1
kin_selection,1.2,0.2,3,0.12236215370906406,0.45728606157309176,0.3349239078640277,0.0605161732525802,1,0
kin_selection,1.2,0.2,4,0.12040570537335116,0.5137210026482015,0.3933152972748504,0.06051976851508292,1,1
kin_selection,1.2,0.2,5,0.11899369572264468,0.39553670032294835,0.2765430046003037,0.0770984937451786,1,0
kin_selection,1.2,0.2,6,0.11990100497716376,0.7267660481792834,0.6068650432021196,0.10124517581093735,2,1
kin_selection,1.2,0.2,7,0.1142221685091476,0.5476009892169478,0.4333788207078002,0.05051423394064824,2,1
kin_selection,1.2,0.3,0,0.11982660185613107,0.37189371154566664,0.25206710968953555,0.08169350179441695,2,0
kin_selection,1.2,0.3,1,0.11914007165541113,0.40483001223230836,0.28568994057689723,0.0694559805721955,2,0
kin_selection,1.2,0.3,2,0.11797424272741182,0.4042181810180383,0.2862439382906265,0.056607440265819216,2,0
kin_selection,1.2,0.3,3,0.12236215370906406,0.10049771665954553,-0.02186443704951853,0.05833172842370205,1,0
kin_selection,1.2,0.3,4,0.12040570537335116,0.3594237467427768,0.23901804136942562,0.05813271430366581,2,0
kin_selection,1.2,0.3,5,0.11899369572264468,0.332891684133441,0.21389798841079632,0.053392543574786525,2,0
kin_selection,1.2,0.3,6,0.11990100497716376,0.05602330663015288,-0.06387769834701088,0.04639736735957405,1,0
kin_selection,1.2,0.3,7,0.1142221685091476,0.2909099517211585,0.17668778321201092,0.06647244088292537,1,0
