kin_bias_ratio,benefit_cost_ratio,kin_weight_same_lineage,kin_weight_other_lineage,B_plus_scale,C_scale,mutation_rate,replicate,mean_final_trait,std_final_trait,min_final_trait,max_final_trait
8.0,4.75,8.0,1.0,0.9500000000000001,0.2,0.02,4,0.7993217146155859,0.17756454075378808,0.12114467164362658,0.797787785354696
8.0,4.75,8.0,1.0,0.9500000000000001,0.2,0.02,5,0.6739032761812744,0.11512115452791119,0.11926604755157912,0.7133775781688743
8.0,4.75,8.0,1.0,0.9500000000000001,0.2,0.02,6,0.47390970049845804,0.15737998960974706,0.11911085062898231,0.49964284341546544
8.0,4.75,8.0,1.0,0.9500000000000001,0.2,0.02,7,0.9766125286766605,0.032489126342110576,0.1207009201843583,0.9775849890518903
8.0,4.75,8.0,1.0,0.9500000000000001,0.2,0.02,8,0.9785213805511002,0.02843554634098918,0.11908803623870742,0.9808727469726968
8.0,4.75,8.0,1.0,0.9500000000000001,0.2,0.02,9,0.18451762875273886,0.08670475577374125,0.11901452996224093,0.45427826741455885
10.0,3.5,10.0,1.0,0.7000000000000001,0.2,0.02,0,0.2938776522087386,0.06655035608456322,0.11987586841713165,0.7972046142432663
10.0,3.5,10.0,1.0,0.7000000000000001,0.2,0.02,1,0.959159809087727,0.05027283046764936,0.11862336521493885,0.9576635413759919
10.0,3.5,10.0,1.0,0.7000000000000001,0.2,0.02,2,0.0166639447195377,0.022753887471188214,0.01643404669917228,0.47016099043593407
10.0,3.5,10.0,1.0,0.7000000000000001,0.2,0.02,3,0.0151902328902527,0.024037378522059654,0.014688509610358558,0.5321527192087755
10.0,3.5,10.0,1.0,0.7000000000000001,0.2,0.02,4,0.9802916518688072,0.026965325334681125,0.12114467164362658,0.9828659104541574
10.0,3.5,10.0,1.0,0.7000000000000001,0.2,0.02,5,0.012909127689364024,0.025549173410420234,0.009618144101188872,0.4011410454481634
10.0,3.5,10.0,1.0,0.7000000000000001,0.2,0.02,6,0.008373831207101634,0.01759652407914376,0.006283545043504686,0.4364329328356209
10.0,3.5,10.0,1.0,0.7000000000000001,0.2,0.02,7,0.03306338785530669,0.0408222790594195,0.036262318447066205,0.5760637290531488
10.0,3.5,10.0,1.0,0.7000000000000001,0.2,0.02,8,0.07839607179867136,0.08795633565350314,0.07985902402476018,0.691111622916509
10.0,3.5,10.0,1.0,0.7000000000000001,0.2,0.02,9,0.6712960667750126,0.0579621660797703,0.11901452996224093,0.6850437527012119
10.0,3.75,10.0,1.0,0.75,0.2,0.02,0,0.011441106181981107,0.017776411993559626,0.01064340412962349,0.4309863716284164
10.0,3.75,10.0,1.0,0.75,0.2,0.02,1,0.0694849619954257,0.05673353987719966,0.06963539226912806,0.6951105707813616
10.0,3.75,10.0,1.0,0.75,0.2,0.02,2,0.8852929789437929,0.05120550717278672,0.11757638181640452,0.8840392414159859
10.0,3.75,10.0,1.0,0.75,0.2,0.02,3,0.9099575779510118,0.061357336631698234,0.11753118812823783,0.906272220728876
10.0,3.75,10.0,1.0,0.75,0.2,0.02,4,0.019197659260638864,0.021039402909894873,0.013338732100165698,0.43263852206526504
10.0,3.75,10.0,1.0,0.75,0.2,0.02,5,0.09467656324648997,0.07698012548893245,0.09238641083049182,0.6363769991244972
10.0,3.75,10.0,1.0,0.75,0.2,0.02,6,0.9641103509950271,0.03533430557137332,0.11911085062898231,0.9647112631240644
10.0,3.75,10.0,1.0,0.75,0.2,0.02,7,0.9562323321836403,0.04095271915236186,0.1207009201843583,0.9567154522752477
10.0,3.75,10.0,1.0,0.75,0.2,0.02,8,0.023077265530833987,0.033380867368103466,0.013086933989675649,0.4504064869329001
10.0,3.75,10.0,1.0,0.75,0.2,0.02,9,0.9624402004642307,0.04675481404275564,0.11901452996224093,0.9634819930301575
10.0,4.0,10.0,1.0,0.8,0.2,0.02,0,0.9855139761081438,0.030650809246793687,0.11987586841713165,0.9868790493729234
10.0,4.0,10.0,1.0,0.8,0.2,0.02,1,0.03371536003886782,0.03953865489863865,0.0310049128847074,0.5252941483705266
10.0,4.0,10.0,1.0,0.8,0.2,0.02,2,0.9844469950158151,0.030322528973165515,0.11757638181640452,0.9871532354939652
10.0,4.0,10.0,1.0,0.8,0.2,0.02,3,0.03266360736183617,0.039847666400338065,0.030542472411872038,0.5558886887883312
10.0,4.0,10.0,1.0,0.8,0.2,0.02,4,0.9531012387972927,0.050092071884860895,0.12114467164362658,0.9571367706905138
10.0,4.0,10.0,1.0,0.8,0.2,0.02,5,0.9700734006160074,0.03256612955079478,0.11926604755157912,0.9731677973220347
10.0,4.0,10.0,1.0,0.8,0.2,0.02,6,0.8738813777763387,0.08922011432799547,0.11911085062898231,0.8722085818767816
10.0,4.0,10.0,1.0,0.8,0.2,0.02,7,0.9198024207329374,0.0518401467480104,0.1207009201843583,0.9223505293805785
10.0,4.0,10.0,1.0,0.8,0.2,0.02,8,0.972680745640825,0.03637257136021848,0.118409862588375,0.9738045800194731
10.0,4.0,10.0,1.0,0.8,0.2,0.02,9,0.02412035473985898,0.03138158402298509,0.017477851244308135,0.5664548878870881
10.0,4.25,10.0,1.0,0.8500000000000001,0.2,0.02,0,0.019694650077640645,0.029374958478419547,0.01790499511857719,0.48708094431499915
10.0,4.25,10.0,1.0,0.8500000000000001,0.2,0.02,1,0.9770879133388186,0.03118115151933142,0.11862336521493885,0.9837492106749219
10.0,4.25,10.0,1.0,0.8500000000000001,0.2,0.02,2,0.9790242808104619,0.027783399523606103,0.11757638181640452,0.9822140360336038
10.0,4.25,10.0,1.0,0.8500000000000001,0.2,0.02,3,0.02044182859728026,0.02620869418683469,0.012787333128552993,0.28387243487128283
10.0,4.25,10.0,1.0,0.8500000000000001,0.2,0.02,4,0.033011551432364325,0.035041361209859116,0.032118827136273974,0.31640021998659457
10.0,4.25,10.0,1.0,0.8500000000000001,0.2,0.02,5,0.30094896320689934,0.20381462787605112,0.11926604755157912,0.46605042781068917
10.0,4.25,10.0,1.0,0.8500000000000001,0.2,0.02,6,0.016182807769687897,0.026583158343686547,0.014133642621347562,0.3490339802786172
10.0,4.25,10.0,1.0,0.8500000000000001,0.2,0.02,7,0.9607443946078376,0.03911069026718445,0.1207009201843583,0.9645513264181608
10.0,4.25,10.0,1.0,0.8500000000000001,0.2,0.02,8,0.030085509062226425,0.03338947255134912,0.017092051949600638,0.46657274179510694
10.0,4.25,10.0,1.0,0.8500000000000001,0.2,0.02,9,0.04020550601062719,0.044662990203511214,0.044119133421326465,0.47544409628992645
10.0,4.5,10.0,1.0,0.9,0.2,0.02,0,0.02852648198737347,0.03831095741688516,0.01928415228842497,0.3830208177873318
10.0,4.5,10.0,1.0,0.9,0.2,0.02,1,0.9739389683265488,0.03560337826723974,0.11862336521493885,0.9768755067068765
10.0,4.5,10.0,1.0,0.9,0.2,0.02,2,0.9768601562157906,0.03163403777394645,0.11757638181640452,0.9788461766954634
10.0,4.5,10.0,1.0,0.9,0.2,0.02,3,0.2867048742389977,0.10237880824934006,0.11753118812823783,0.5231156053704691
10.0,4.5,10.0,1.0,0.9,0.2,0.02,4,0.9715155773924147,0.04073479110461975,0.12114467164362658,0.9804504552196998
10.0,4.5,10.0,1.0,0.9,0.2,0.02,5,0.9750094615330348,0.02996114060294231,0.11926604755157912,0.9770663369424865
10.0,4.5,10.0,1.0,0.9,0.2,0.02,6,0.9774066804022615,0.031478170322146726,0.11911085062898231,0.984173938433685
10.0,4.5,10.0,1.0,0.9,0.2,0.02,7,0.03875966641396116,0.06432198345680296,0.029171368310024273,0.328663577165702
10.0,4.5,10.0,1.0,0.9,0.2,0.02,8,0.300973241512007,0.2052546087557641,0.10880422523644724,0.47733338670835734
10.0,4.5,10.0,1.0,0.9,0.2,0.02,9,0.022070043198865748,0.030502269532631843,0.01613590357128586,0.33086278029708616
10.0,4.75,10.0,1.0,0.9500000000000001,0.2,0.02,0,0.7879134107717275,0.10251509844241515,0.11987586841713165,0.9176397450763363
10.0,4.75,10.0,1.0,0.9500000000000001,0.2,0.02,1,0.6647736741685141,0.08458562218169832,0.11862336521493885,0.7138581190877343
10.0,4.75,10.0,1.0,0.9500000000000001,0.2,0.02,2,0.5180038392269944,0.11667035169674206,0.11757638181640452,0.5509084902036334
10.0,4.75,10.0,1.0,0.9500000000000001,0.2,0.02,3,0.6878051917442487,0.11493442440605962,0.11753118812823783,0.6826470041051121
10.0,4.75,10.0,1.0,0.9500000000000001,0.2,0.02,4,0.9771350199999751,0.03506889785104181,0.12114467164362658,0.9779498906678479
10.0,4.75,10.0,1.0,0.9500000000000001,0.2,0.02,5,0.4729504235645692,0.1204304739808973,0.11926604755157912,0.4732644604926261
10.0,4.75,10.0,1.0,0.9500000000000001,0.2,0.02,6,0.790501160898452,0.09112746407498969,0.11911085062898231,0.7945735896558231
10.0,4.75,10.0,1.0,0.9500000000000001,0.2,0.02,7,0.651899393891851,0.11125572197204632,0.1207009201843583,0.7301228948755567
10.0,4.75,10.0,1.0,0.9500000000000001,0.2,0.02,8,0.9069673084986114,0.07090623256118,0.11908803623870742,0.9212797264626157
10.0,4.75,10.0,1.0,0.9500000000000001,0.2,0.02,9,0.9724606555663904,0.03256274733488169,0.11901452996224093,0.9762657602094392
12.0,3.5,12.0,1.0,0.7000000000000001,0.2,0.02,0,0.7825313590678188,0.10510032149952309,0.11987586841713165,0.8218466053060128
12.0,3.5,12.0,1.0,0.7000000000000001,0.2,0.02,1,0.010539345605491678,0.019383807552641637,0.006719709553086838,0.3392835589013029
12.0,3.5,12.0,1.0,0.7000000000000001,0.2,0.02,2,0.012886249741435506,0.021114744562548866,0.009233768596141988,0.3470700641993727
12.0,3.5,12.0,1.0,0.7000000000000001,0.2,0.02,3,0.014137057942102562,0.02453536886103801,0.011137940016228262,0.49933791887256146
12.0,3.5,12.0,1.0,0.7000000000000001,0.2,0.02,4,0.021007029763368205,0.025195882480176283,0.011252584229059361,0.6146763542451148
12.0,3.5,12.0,1.0,0.7000000000000001,0.2,0.02,5,0.8484126085933228,0.060616406904487226,0.11926604755157912,0.8977607359658081
12.0,3.5,12.0,1.0,0.7000000000000001,0.2,0.02,6,0.824958066882582,0.05600370503083304,0.11911085062898231,0.8396292106709987
12.0,3.5,12.0,1.0,0.7000000000000001,0.2,0.02,7,0.9505270969570228,0.049102625287466034,0.1207009201843583,0.9503488637086617
12.0,3.5,12.0,1.0,0.7000000000000001,0.2,0.02,8,0.018834229389498584,0.03222308060166247,0.00856170054216723,0.36393680959570823
12.0,3.5,12.0,1.0,0.7000000000000001,0.2,0.02,9,0.8890268190096388,0.05354817598499558,0.11901452996224093,0.8903507903649864
12.0,3.75,12.0,1.0,0.75,0.2,0.02,0,0.014699352085496331,0.02432162758851839,0.010979459261711563,0.3929115766077982
12.0,3.75,12.0,1.0,0.75,0.2,0.02,1,0.01004300326221491,0.01920329927919251,0.009582101719513281,0.32303874966584256
12.0,3.75,12.0,1.0,0.75,0.2,0.02,2,0.015374113779226952,0.022374948162819146,0.01606875346023158,0.48444744330224154
12.0,3.75,12.0,1.0,0.75,0.2,0.02,3,0.2886033749218865,0.05341087208115942,0.11753118812823783,0.853058274683105
12.0,3.75,12.0,1.0,0.75,0.2,0.02,4,0.3203885865497158,0.055970475394921046,0.12114467164362658,0.7802534689279507
12.0,3.75,12.0,1.0,0.75,0.2,0.02,5,0.9767754975557621,0.035733916466838066,0.11926604755157912,0.9801642152871284
12.0,3.75,12.0,1.0,0.75,0.2,0.02,6,0.9702358506488495,0.03474586870744012,0.11911085062898231,0.98715143528531
12.0,3.75,12.0,1.0,0.75,0.2,0.02,7,0.9779148230221669,0.034465853834181125,0.1207009201843583,0.9821896646645908
12.0,3.75,12.0,1.0,0.75,0.2,0.02,8,0.9654066609780847,0.03651544355897007,0.118409862588375,0.9683804175084091
12.0,3.75,12.0,1.0,0.75,0.2,0.02,9,0.8128454596407274,0.07567736849259878,0.11901452996224093,0.8111179822945345
12.0,4.0,12.0,1.0,0.8,0.2,0.02,0,0.923849817550244,0.05721155765203502,0.11987586841713165,0.9380469569391602
12.0,4.0,12.0,1.0,0.8,0.2,0.02,1,0.9784804328038427,0.028626891966258807,0.11862336521493885,0.9790948740491537
12.0,4.0,12.0,1.0,0.8,0.2,0.02,2,0.01900155693914142,0.028148654721728207,0.01859613875075974,0.322346069708946
12.0,4.0,12.0,1.0,0.8,0.2,0.02,3,0.969202172687988,0.03482679579497956,0.11753118812823783,0.9697622040920675
12.0,4.0,12.0,1.0,0.8,0.2,0.02,4,0.011957405133877228,0.020357889474662678,0.00996019707829663,0.38470549139563825
12.0,4.0,12.0,1.0,0.8,0.2,0.02,5,0.019771622566297165,0.02809905810420029,0.01405308758007816,0.45425139265770326
12.0,4.0,12.0,1.0,0.8,0.2,0.02,6,0.019489390905394508,0.03997407770960518,0.012320685930522542,0.40893994596231753
12.0,4.0,12.0,1.0,0.8,0.2,0.02,7,0.9675634183040067,0.03144280577470694,0.1207009201843583,0.9842901187191269
12.0,4.0,12.0,1.0,0.8,0.2,0.02,8,0.021344679966774843,0.03068178457846516,0.018446547231772,0.40049696964573006
12.0,4.0,12.0,1.0,0.8,0.2,0.02,9,0.7266513621452639,0.06619128786802524,0.11901452996224093,0.7398570282752147
12.0,4.25,12.0,1.0,0.8500000000000001,0.2,0.02,0,0.2760459661998481,0.07651361433022484,0.11987586841713165,0.6335963889404831
12.0,4.25,12.0,1.0,0.8500000000000001,0.2,0.02,1,0.012826158332728365,0.02415055759418194,0.01233650739397305,0.3237256961539704
12.0,4.25,12.0,1.0,0.8500000000000001,0.2,0.02,2,0.9706522352106002,0.040334354790063,0.11757638181640452,0.9714229654338173
12.0,4.25,12.0,1.0,0.8500000000000001,0.2,0.02,3,0.2483435877728605,0.10626541228245522,0.11753118812823783,0.6670892462380225
12.0,4.25,12.0,1.0,0.8500000000000001,0.2,0.02,4,0.5238984836640752,0.25411359736685896,0.12114467164362658,0.513986127967454
12.0,4.25,12.0,1.0,0.8500000000000001,0.2,0.02,5,0.1171562516576618,0.07451208640952385,0.1188024034817676,0.5492480049115649
12.0,4.25,12.0,1.0,0.8500000000000001,0.2,0.02,6,0.13065867789526406,0.13985836350222078,0.09272325628541436,0.4371345147082577
12.0,4.25,12.0,1.0,0.8500000000000001,0.2,0.02,7,0.9716373773541602,0.0333227172117256,0.1207009201843583,0.9778988168406381
12.0,4.25,12.0,1.0,0.8500000000000001,0.2,0.02,8,0.025234762970403387,0.03649484496185015,0.01218165968704708,0.3650868590627102
12.0,4.25,12.0,1.0,0.8500000000000001,0.2,0.02,9,0.9747294849966589,0.029971275672170485,0.11901452996224093,0.9763390508588969
12.0,4.5,12.0,1.0,0.9,0.2,0.02,0,0.9637213927559789,0.03882749347161029,0.11987586841713165,0.970120354980335
12.0,4.5,12.0,1.0,0.9,0.2,0.02,1,0.9642614880059853,0.04373631582714525,0.11862336521493885,0.9686170074175683
12.0,4.5,12.0,1.0,0.9,0.2,0.02,2,0.5100599884645164,0.1439134966256338,0.11757638181640452,0.5555216839704818
12.0,4.5,12.0,1.0,0.9,0.2,0.02,3,0.9073846870165713,0.11635260104415637,0.11753118812823783,0.924810668123366
12.0,4.5,12.0,1.0,0.9,0.2,0.02,4,0.9623796496463063,0.037703479109163905,0.12114467164362658,0.9728091493745941
12.0,4.5,12.0,1.0,0.9,0.2,0.02,5,0.8646263509354023,0.1409886545436572,0.11926604755157912,0.8716502415797017
12.0,4.5,12.0,1.0,0.9,0.2,0.02,6,0.9738452614312423,0.031305719330138974,0.11911085062898231,0.9799283106655798
12.0,4.5,12.0,1.0,0.9,0.2,0.02,7,0.02370331942578016,0.037724265107709806,0.02127644388276661,0.3620722758040503
12.0,4.5,12.0,1.0,0.9,0.2,0.02,8,0.7213001143597491,0.1132372009884286,0.11908803623870742,0.8487084942978541
12.0,4.5,12.0,1.0,0.9,0.2,0.02,9,0.04170355305890241,0.04353811919426928,0.02412425106665634,0.39310369370657366
12.0,4.75,12.0,1.0,0.9500000000000001,0.2,0.02,0,0.9712075838438987,0.037137152452442715,0.11987586841713165,0.9728046846052146
12.0,4.75,12.0,1.0,0.9500000000000001,0.2,0.02,1,0.9691350582156242,0.038613156165576014,0.11862336521493885,0.9807048176823384
12.0,4.75,12.0,1.0,0.9500000000000001,0.2,0.02,2,0.5133178934393693,0.10244507831796118,0.11757638181640452,0.5188700052515944
12.0,4.75,12.0,1.0,0.9500000000000001,0.2,0.02,3,0.9730741922802734,0.034533438335997584,0.11753118812823783,0.9752766671812583
12.0,4.75,12.0,1.0,0.9500000000000001,0.2,0.02,4,0.6268221976871,0.11164333707363411,0.12114467164362658,0.6392822779875552
12.0,4.75,12.0,1.0,0.9500000000000001,0.2,0.02,5,0.560656863411745,0.14247855063681822,0.11926604755157912,0.582917593048412
12.0,4.75,12.0,1.0,0.9500000000000001,0.2,0.02,6,0.643708651381456,0.1096325609104736,0.11911085062898231,0.6817640663244584
12.0,4.75,12.0,1.0,0.9500000000000001,0.2,0.02,7,0.9409518811649238,0.044220573561289826,0.1207009201843583,0.9433938363394176
12.0,4.75,12.0,1.0,0.9500000000000001,0.2,0.02,8,0.73481044417223,0.092560906952933,0.11908803623870742,0.7563722919229015
12.0,4.75,12.0,1.0,0.9500000000000001,0.2,0.02,9,0.7095938976804447,0.10312670209019015,0.11901452996224093,0.7612831716404305
14.0,3.5,14.0,1.0,0.7000000000000001,0.2,0.02,0,0.017265186644978097,0.0220042152567619,0.008160735976643803,0.5197161763488517
14.0,3.5,14.0,1.0,0.7000000000000001,0.2,0.02,1,0.012778379457632473,0.020540254151830625,0.009175307299953923,0.5036806436233261
14.0,3.5,14.0,1.0,0.7000000000000001,0.2,0.02,2,0.018015230179728472,0.025614505095816774,0.012195619118374546,0.44779063397274904
14.0,3.5,14.0,1.0,0.7000000000000001,0.2,0.02,3,0.7361887532730205,0.06680356622612543,0.11753118812823783,0.7338889644680381
14.0,3.5,14.0,1.0,0.7000000000000001,0.2,0.02,4,0.4960942821161764,0.05905893597603366,0.12114467164362658,0.7629642116208247
14.0,3.5,14.0,1.0,0.7000000000000001,0.2,0.02,5,0.8425139115599392,0.05321102481696944,0.11926604755157912,0.8431793745364679
14.0,3.5,14.0,1.0,0.7000000000000001,0.2,0.02,6,0.9431551099096915,0.04457654632255929,0.11911085062898231,0.9406835906355089
14.0,3.5,14.0,1.0,0.7000000000000001,0.2,0.02,7,0.08306413228153729,0.05422220806577306,0.08404022815250184,0.6160509076035743
14.0,3.5,14.0,1.0,0.7000000000000001,0.2,0.02,8,0.016630051192963444,0.024948130432078403,0.0065874398772150546,0.5078503177293707
14.0,3.5,14.0,1.0,0.7000000000000001,0.2,0.02,9,0.9762706414887634,0.032806230452379785,0.11901452996224093,0.9831289750723202
14.0,3.75,14.0,1.0,0.75,0.2,0.02,0,0.016357580654432543,0.023078885306728858,0.011867328454728134,0.5614727546489208
14.0,3.75,14.0,1.0,0.75,0.2,0.02,1,0.9751154611017839,0.0359717465159356,0.11862336521493885,0.9765439122479054
14.0,3.75,14.0,1.0,0.75,0.2,0.02,2,0.01688059180091232,0.02255738100265132,0.011622005118855762,0.5377904795552134
14.0,3.75,14.0,1.0,0.75,0.2,0.02,3,0.9758618448670264,0.035364279915590456,0.11753118812823783,0.9769652683079164
14.0,3.75,14.0,1.0,0.75,0.2,0.02,4,0.022441602500575322,0.02537626789809179,0.008673340788994535,0.47167061505966745
14.0,3.75,14.0,1.0,0.75,0.2,0.02,5,0.01595922251055828,0.026796045761977604,0.01258015352319318,0.6054157378383349
14.0,3.75,14.0,1.0,0.75,0.2,0.02,6,0.9259848747310804,0.05522109711118684,0.11911085062898231,0.9248026224265248
14.0,3.75,14.0,1.0,0.75,0.2,0.02,7,0.975919511321464,0.033839832877228616,0.1207009201843583,0.9816429284142648
14.0,3.75,14.0,1.0,0.75,0.2,0.02,8,0.015185363440273011,0.02503735920825047,0.011005793341141492,0.37745455528111815
14.0,3.75,14.0,1.0,0.75,0.2,0.02,9,0.9701103555574905,0.0434595497110581,0.11901452996224093,0.9707339931368835
14.0,4.0,14.0,1.0,0.8,0.2,0.02,0,0.01845943319716233,0.02201881228931225,0.013666736834150766,0.410899271675758
14.0,4.0,14.0,1.0,0.8,0.2,0.02,1,0.8029605210898593,0.07316136745862017,0.11862336521493885,0.8025701701225034
