kin_weight_same_lineage,kin_weight_other_lineage,kin_bias_ratio,B_plus_scale,C_scale,mutation_rate,replicate,mean_final_trait,std_final_trait,min_final_trait,max_final_trait
0.7,0.2,3.4999999999999996,1.2,0.2,0.01,5,0.2718500235257129,0.028752121567784974,0.11926604755157912,0.27483541543870577
0.7,0.2,3.4999999999999996,1.2,0.3,0.01,0,0.2627160233994041,0.03865701753481235,0.1196224411483624,0.26219322961728175
0.7,0.2,3.4999999999999996,1.2,0.3,0.01,1,0.2693114205321206,0.0372274498341007,0.11862336521493885,0.2709274347503918
0.7,0.2,3.4999999999999996,1.2,0.3,0.01,2,0.2361574972552521,0.05369164113067678,0.11757638181640452,0.23533598156509802
0.7,0.2,3.4999999999999996,1.2,0.3,0.01,3,0.22338038429927,0.05537528072197545,0.11753118812823783,0.2302808393944592
0.7,0.2,3.4999999999999996,1.2,0.3,0.01,4,0.3104886342150126,0.06623482890260098,0.12114467164362658,0.31751708859160527
0.7,0.2,3.4999999999999996,1.2,0.3,0.01,5,0.22053727448579338,0.036587358023774004,0.11926604755157912,0.22126222231808196
0.7,0.3,2.3333333333333335,0.8,0.1,0.01,0,0.2654642532165876,0.035350536464875106,0.1192050739930342,0.2660740491833423
0.7,0.3,2.3333333333333335,0.8,0.1,0.01,1,0.2891394729986836,0.039842116133149516,0.11862336521493885,0.28910518008884467
0.7,0.3,2.3333333333333335,0.8,0.1,0.01,2,0.23152740109583966,0.04162723982709104,0.11757638181640452,0.22806369702270088
0.7,0.3,2.3333333333333335,0.8,0.1,0.01,3,0.2521318416175568,0.037930570967937706,0.11753118812823783,0.2531859152469065
0.7,0.3,2.3333333333333335,0.8,0.1,0.01,4,0.3701159470924472,0.03663866777018846,0.12114467164362658,0.3717009966743105
0.7,0.3,2.3333333333333335,0.8,0.1,0.01,5,0.3394637169524175,0.04995247170572588,0.11926604755157912,0.34024096125587644
0.7,0.3,2.3333333333333335,0.8,0.2,0.01,0,0.21436243196944538,0.04997005643471664,0.11794136343102929,0.21524524250592925
0.7,0.3,2.3333333333333335,0.8,0.2,0.01,1,0.22598984561709784,0.03300243169655532,0.11862336521493885,0.22500857575429922
0.7,0.3,2.3333333333333335,0.8,0.2,0.01,2,0.1845395589035648,0.05101327697771726,0.11757638181640452,0.20427417215618718
0.7,0.3,2.3333333333333335,0.8,0.2,0.01,3,0.22299773881900573,0.055375042579163584,0.11647382865222254,0.2259500245189441
0.7,0.3,2.3333333333333335,0.8,0.2,0.01,4,0.3541957998445569,0.03616805809160838,0.12114467164362658,0.35715865267920993
0.7,0.3,2.3333333333333335,0.8,0.2,0.01,5,0.21676945286703173,0.055638490918398134,0.1185480497466733,0.23635722270846346
0.7,0.3,2.3333333333333335,0.8,0.3,0.01,0,0.107199858492164,0.04542820234298956,0.10843650964209656,0.13811378844119654
0.7,0.3,2.3333333333333335,0.8,0.3,0.01,1,0.21064302991749667,0.052849272175533854,0.11862336521493885,0.21256430817058047
0.7,0.3,2.3333333333333335,0.8,0.3,0.01,2,0.15969586947094194,0.050364393504232274,0.11615329303688683,0.17488601413719257
0.7,0.3,2.3333333333333335,0.8,0.3,0.01,3,0.17834347281021323,0.03767630600473748,0.10981665109966311,0.18035731177324202
0.7,0.3,2.3333333333333335,0.8,0.3,0.01,4,0.11114287004594631,0.05148103851665357,0.11307285219429938,0.26105657469749755
0.7,0.3,2.3333333333333335,0.8,0.3,0.01,5,0.16537333175489127,0.05138963134059508,0.11349890519500991,0.17613226452330538
0.7,0.3,2.3333333333333335,1.0,0.1,0.01,0,0.33750187506154494,0.03513481208131133,0.11935515324620807,0.3390449326628244
0.7,0.3,2.3333333333333335,1.0,0.1,0.01,1,0.3493244670458245,0.04986421066814738,0.11862336521493885,0.34671678415139146
0.7,0.3,2.3333333333333335,1.0,0.1,0.01,2,0.2798436195574269,0.04369339879862922,0.11757638181640452,0.2781227290445238
0.7,0.3,2.3333333333333335,1.0,0.1,0.01,3,0.3170018385341056,0.0489398485276342,0.11753118812823783,0.31670523676238954
0.7,0.3,2.3333333333333335,1.0,0.1,0.01,4,0.3986271835415616,0.036850378221533135,0.12114467164362658,0.39642414766518436
0.7,0.3,2.3333333333333335,1.0,0.1,0.01,5,0.35766033819233967,0.044545338616824325,0.11926604755157912,0.35877007968816116
0.7,0.3,2.3333333333333335,1.0,0.2,0.01,0,0.2683885294869375,0.05572327865261215,0.11829475471955855,0.2717882175320552
0.7,0.3,2.3333333333333335,1.0,0.2,0.01,1,0.26820595201044384,0.029413895399412634,0.11862336521493885,0.2699775115706598
0.7,0.3,2.3333333333333335,1.0,0.2,0.01,2,0.244708494506146,0.0483463551111092,0.11757638181640452,0.24414997447585762
0.7,0.3,2.3333333333333335,1.0,0.2,0.01,3,0.23475036943704997,0.04881032396377993,0.11745137291986858,0.23379352093241254
0.7,0.3,2.3333333333333335,1.0,0.2,0.01,4,0.36127881088345215,0.03263004834184837,0.12114467164362658,0.36263377206173947
0.7,0.3,2.3333333333333335,1.0,0.2,0.01,5,0.22662645413802038,0.051300866495045644,0.11926604755157912,0.23006339725726488
0.7,0.3,2.3333333333333335,1.0,0.3,0.01,0,0.13986936439493172,0.056705754240356954,0.11737114651598975,0.1806397624428688
0.7,0.3,2.3333333333333335,1.0,0.3,0.01,1,0.23333894656991788,0.03528113649514767,0.11862336521493885,0.23594595596950077
0.7,0.3,2.3333333333333335,1.0,0.3,0.01,2,0.2069761654713388,0.06078555003575381,0.11757638181640452,0.21038066357226448
0.7,0.3,2.3333333333333335,1.0,0.3,0.01,3,0.1921849660975943,0.050674258947738034,0.11640333174526186,0.19615564379345943
0.7,0.3,2.3333333333333335,1.0,0.3,0.01,4,0.3364433899204163,0.03366635582157112,0.12114467164362658,0.3536660443152076
0.7,0.3,2.3333333333333335,1.0,0.3,0.01,5,0.1774374698080126,0.03080204811194569,0.11684345957982684,0.1807054581729789
0.7,0.3,2.3333333333333335,1.2,0.1,0.01,0,0.3243398906258721,0.03923752124356079,0.11987586841713165,0.3217814366696435
0.7,0.3,2.3333333333333335,1.2,0.1,0.01,1,0.3275837509792672,0.027685889177629167,0.11862336521493885,0.3282462499757239
0.7,0.3,2.3333333333333335,1.2,0.1,0.01,2,0.3679938268283684,0.06980203695192853,0.11757638181640452,0.3644437898872415
0.7,0.3,2.3333333333333335,1.2,0.1,0.01,3,0.35394150974425465,0.06167166214881133,0.11753118812823783,0.3526549730329662
0.7,0.3,2.3333333333333335,1.2,0.1,0.01,4,0.41777304952543,0.04706619764953278,0.12114467164362658,0.4172194493234057
0.7,0.3,2.3333333333333335,1.2,0.1,0.01,5,0.2797105056923142,0.04094319140667445,0.11926604755157912,0.2789535642323273
0.7,0.3,2.3333333333333335,1.2,0.2,0.01,0,0.3091272951824975,0.04438783769882543,0.1188802708567829,0.30841457033006936
0.7,0.3,2.3333333333333335,1.2,0.2,0.01,1,0.33932944293624384,0.058801950941239405,0.11862336521493885,0.33751374055223293
0.7,0.3,2.3333333333333335,1.2,0.2,0.01,2,0.27178829386703285,0.03904249159069382,0.11757638181640452,0.2698190186864656
0.7,0.3,2.3333333333333335,1.2,0.2,0.01,3,0.2668056274745802,0.043633023325183345,0.11753118812823783,0.267229748434944
0.7,0.3,2.3333333333333335,1.2,0.2,0.01,4,0.3692860836449435,0.05097501598541908,0.12114467164362658,0.3699205159714404
0.7,0.3,2.3333333333333335,1.2,0.2,0.01,5,0.2868110027077483,0.04741764726165605,0.11926604755157912,0.28536098764324525
0.7,0.3,2.3333333333333335,1.2,0.3,0.01,0,0.23316388510637964,0.07667583011022575,0.11796230856341208,0.23610878599596705
0.7,0.3,2.3333333333333335,1.2,0.3,0.01,1,0.2704023704802636,0.034786062652996184,0.11862336521493885,0.27117246086518404
0.7,0.3,2.3333333333333335,1.2,0.3,0.01,2,0.1990961548607336,0.041279446846181934,0.11757638181640452,0.20133230055870577
0.7,0.3,2.3333333333333335,1.2,0.3,0.01,3,0.3261010553313836,0.049926380613246855,0.11704730103281166,0.32730078159124365
0.7,0.3,2.3333333333333335,1.2,0.3,0.01,4,0.259579337257144,0.1176307753961927,0.12114467164362658,0.34040545404740125
0.7,0.3,2.3333333333333335,1.2,0.3,0.01,5,0.2671298622582159,0.039764947998370194,0.11913133288827628,0.2694459272143913
0.7,0.4,1.7499999999999998,0.8,0.1,0.01,0,0.3169670233388114,0.05590073600621569,0.11856891784255147,0.31424357105146733
0.7,0.4,1.7499999999999998,0.8,0.1,0.01,1,0.3124853050053772,0.0374295715180225,0.11862336521493885,0.31189900597061904
0.7,0.4,1.7499999999999998,0.8,0.1,0.01,2,0.22333605909764753,0.03687747489007647,0.11757638181640452,0.22778967950069667
0.7,0.4,1.7499999999999998,0.8,0.1,0.01,3,0.22795573111530743,0.057463035177983575,0.11693897443839602,0.2282509531323427
0.7,0.4,1.7499999999999998,0.8,0.1,0.01,4,0.37167992434839753,0.03618150295641236,0.12114467164362658,0.37241741365828945
0.7,0.4,1.7499999999999998,0.8,0.1,0.01,5,0.26971318495876123,0.039867927363582766,0.11926604755157912,0.2704220190647198
0.7,0.4,1.7499999999999998,0.8,0.2,0.01,0,0.18079811168872204,0.05053990624432207,0.11690478620998773,0.18294044106959031
0.7,0.4,1.7499999999999998,0.8,0.2,0.01,1,0.20423079889995863,0.03966552963108605,0.11862336521493885,0.20366429872178138
0.7,0.4,1.7499999999999998,0.8,0.2,0.01,2,0.17401379634825417,0.044673207208116815,0.11717817729336716,0.17770368780593715
0.7,0.4,1.7499999999999998,0.8,0.2,0.01,3,0.20023596540134936,0.05468865574029133,0.11227937608444398,0.20000869317476033
0.7,0.4,1.7499999999999998,0.8,0.2,0.01,4,0.34670988872832886,0.05638423648819161,0.12114467164362658,0.3660955074303336
0.7,0.4,1.7499999999999998,0.8,0.2,0.01,5,0.15361137668155914,0.04718255880787686,0.11663803328697357,0.15919189640010772
0.7,0.4,1.7499999999999998,0.8,0.3,0.01,0,0.09830326533920378,0.053846685054789865,0.0928873828248076,0.11987586841713165
0.7,0.4,1.7499999999999998,0.8,0.3,0.01,1,0.10408352621025506,0.04424528548583806,0.10113683796559979,0.12598053515322516
0.7,0.4,1.7499999999999998,0.8,0.3,0.01,2,0.08045836286264946,0.051607956997291086,0.08145226749383183,0.12594484204516723
0.7,0.4,1.7499999999999998,0.8,0.3,0.01,3,0.09913041003873739,0.04135336992483586,0.09726625190464928,0.11753118812823783
0.7,0.4,1.7499999999999998,0.8,0.3,0.01,4,0.09619184982914786,0.049714553676866675,0.0936473766529467,0.12415423539649766
0.7,0.4,1.7499999999999998,0.8,0.3,0.01,5,0.0732197769265454,0.034097348293762944,0.07188231581134222,0.12024199964748222
0.7,0.4,1.7499999999999998,1.0,0.1,0.01,0,0.3352230293483156,0.037039791028151,0.11832189415038205,0.33361695246920586
0.7,0.4,1.7499999999999998,1.0,0.1,0.01,1,0.33437241688580166,0.04850251290981307,0.11862336521493885,0.33179024251099737
0.7,0.4,1.7499999999999998,1.0,0.1,0.01,2,0.25131492761840835,0.03315287152559635,0.11757638181640452,0.25008486626582294
0.7,0.4,1.7499999999999998,1.0,0.1,0.01,3,0.2830049844560715,0.07031191810724112,0.11753118812823783,0.2815392253122347
0.7,0.4,1.7499999999999998,1.0,0.1,0.01,4,0.38511901700554163,0.047797971223436535,0.12114467164362658,0.38451820108417295
0.7,0.4,1.7499999999999998,1.0,0.1,0.01,5,0.3288237532960909,0.04494039786696333,0.11926604755157912,0.3283032889928804
0.7,0.4,1.7499999999999998,1.0,0.2,0.01,0,0.2627730260737384,0.047969874387384384,0.11767374319278084,0.26161918822486957
0.7,0.4,1.7499999999999998,1.0,0.2,0.01,1,0.23977416493903966,0.030459083938185694,0.11862336521493885,0.23994215465136617
0.7,0.4,1.7499999999999998,1.0,0.2,0.01,2,0.20921113616024975,0.05199240525603199,0.11757638181640452,0.21108801268080718
0.7,0.4,1.7499999999999998,1.0,0.2,0.01,3,0.23218399429519232,0.043489009108430135,0.11640258659169207,0.23261048708508586
0.7,0.4,1.7499999999999998,1.0,0.2,0.01,4,0.3469309343351102,0.04120127483727673,0.12114467164362658,0.3544602121661919
0.7,0.4,1.7499999999999998,1.0,0.2,0.01,5,0.2432202465833586,0.04616848827338709,0.11847389748026593,0.24624581015897373
0.7,0.4,1.7499999999999998,1.0,0.3,0.01,0,0.18366838924504367,0.06553389698386448,0.11581147031692482,0.19263516182280419
0.7,0.4,1.7499999999999998,1.0,0.3,0.01,1,0.1786721271845249,0.046485194599802035,0.11862336521493885,0.183209547685799
0.7,0.4,1.7499999999999998,1.0,0.3,0.01,2,0.19950723071430249,0.04799387385024992,0.11620549393386995,0.2080128686478763
0.7,0.4,1.7499999999999998,1.0,0.3,0.01,3,0.12776848000697072,0.061177962735072026,0.10999527922469045,0.13730531206740798
0.7,0.4,1.7499999999999998,1.0,0.3,0.01,4,0.09324214987567989,0.05960537031423684,0.0882567420902787,0.24125921441571144
0.7,0.4,1.7499999999999998,1.0,0.3,0.01,5,0.15475613857556222,0.048003010025514145,0.11154578597797175,0.16178227651608854
0.7,0.4,1.7499999999999998,1.2,0.1,0.01,0,0.3304021568322653,0.035762114611313046,0.11924925765409806,0.32969273374238117
0.7,0.4,1.7499999999999998,1.2,0.1,0.01,1,0.34127378043534684,0.03223111562037113,0.11862336521493885,0.33980953568649863
0.7,0.4,1.7499999999999998,1.2,0.1,0.01,2,0.3154885283109778,0.07085308691154976,0.11757638181640452,0.30857500719447056
0.7,0.4,1.7499999999999998,1.2,0.1,0.01,3,0.35184474857569253,0.04846790569721761,0.11753118812823783,0.3497561804881332
0.7,0.4,1.7499999999999998,1.2,0.1,0.01,4,0.4100186706507022,0.03302988879759062,0.12114467164362658,0.4089108905215039
0.7,0.4,1.7499999999999998,1.2,0.1,0.01,5,0.31927927437750836,0.02845171470261957,0.11926604755157912,0.3180374451469488
0.7,0.4,1.7499999999999998,1.2,0.2,0.01,0,0.30679810980974015,0.047839868080041446,0.11819642320158927,0.3088343343250491
0.7,0.4,1.7499999999999998,1.2,0.2,0.01,1,0.280744624289131,0.031121969926135445,0.11862336521493885,0.27979668099164906
0.7,0.4,1.7499999999999998,1.2,0.2,0.01,2,0.2202479533065712,0.03655433908942713,0.11757638181640452,0.2197557262844531
0.7,0.4,1.7499999999999998,1.2,0.2,0.01,3,0.32001764370229807,0.06285118820309442,0.11712765529896424,0.31903924338450257
0.7,0.4,1.7499999999999998,1.2,0.2,0.01,4,0.3897319172157558,0.05923148341262137,0.12114467164362658,0.39575447153324983
0.7,0.4,1.7499999999999998,1.2,0.2,0.01,5,0.2687220652197111,0.02745067869912843,0.11926604755157912,0.26906409431675743
0.7,0.4,1.7499999999999998,1.2,0.3,0.01,0,0.24599697741630155,0.0443653694020684,0.11721297744572833,0.25639030964392
0.7,0.4,1.7499999999999998,1.2,0.3,0.01,1,0.2097468800465424,0.04328499982229264,0.11862336521493885,0.21830939282135736
0.7,0.4,1.7499999999999998,1.2,0.3,0.01,2,0.1907798892714062,0.03939861734226442,0.11744009837893084,0.18923643909187413
0.7,0.4,1.7499999999999998,1.2,0.3,0.01,3,0.23595552403270448,0.07525362725109912,0.11678645411723212,0.2336972095165841
0.7,0.4,1.7499999999999998,1.2,0.3,0.01,4,0.27980049394513684,0.10742691051294227,0.12114467164362658,0.34493757593727864
0.7,0.4,1.7499999999999998,1.2,0.3,0.01,5,0.18334596947205364,0.04594865723657688,0.11595533615517103,0.18570306371947667
0.9,0.05,18.0,0.8,0.1,0.01,0,0.3087673817896945,0.037373633509559884,0.11987586841713165,0.30773714375164385
0.9,0.05,18.0,0.8,0.1,0.01,1,0.3315932303157117,0.044090167191997064,0.11862336521493885,0.3306466908006998
0.9,0.05,18.0,0.8,0.1,0.01,2,0.3433672239390014,0.060185076378932445,0.11757638181640452,0.3432284975227402
0.9,0.05,18.0,0.8,0.1,0.01,3,0.36296252215136404,0.060683930079252206,0.11753118812823783,0.3617906388203279
0.9,0.05,18.0,0.8,0.1,0.01,4,0.36575724910302154,0.03845188547708772,0.12114467164362658,0.36502282498322053
0.9,0.05,18.0,0.8,0.1,0.01,5,0.3129117189993246,0.03680479862937182,0.11926604755157912,0.3105454320738859
0.9,0.05,18.0,0.8,0.2,0.01,0,0.27693303942193964,0.03892757756950997,0.11987586841713165,0.2767522231896786
0.9,0.05,18.0,0.8,0.2,0.01,1,0.2499967449608399,0.046867766090148574,0.11862336521493885,0.25735038216055817
0.9,0.05,18.0,0.8,0.2,0.01,2,0.2935359580778327,0.042090332036939924,0.11757638181640452,0.2942222511368498
0.9,0.05,18.0,0.8,0.2,0.01,3,0.3589558876464204,0.03603105421134995,0.11753118812823783,0.356305434632129
0.9,0.05,18.0,0.8,0.2,0.01,4,0.3045165578012983,0.08144167690092127,0.12114467164362658,0.33412505284456295
0.9,0.05,18.0,0.8,0.2,0.01,5,0.2636540747766106,0.035603502338398166,0.11926604755157912,0.26467938268578983
0.9,0.05,18.0,0.8,0.3,0.01,0,0.2451179425960448,0.0652492099183617,0.11987586841713165,0.24822847562414488
0.9,0.05,18.0,0.8,0.3,0.01,1,0.2751890924422231,0.038630619515782075,0.11862336521493885,0.2858947984354695
0.9,0.05,18.0,0.8,0.3,0.01,2,0.24001547071916385,0.04715425415596897,0.11757638181640452,0.23666607497486225
0.9,0.05,18.0,0.8,0.3,0.01,3,0.2720546354123374,0.049273399086595504,0.11753118812823783,0.2707777774008926
0.9,0.05,18.0,0.8,0.3,0.01,4,0.29538856293003324,0.04941967745111465,0.12114467164362658,0.3534278234742595
0.9,0.05,18.0,0.8,0.3,0.01,5,0.24041018078126467,0.04587210353259872,0.11926604755157912,0.2547159425446171
0.9,0.05,18.0,1.0,0.1,0.01,0,0.3798746565592489,0.04979720434603161,0.11987586841713165,0.378411655217944
0.9,0.05,18.0,1.0,0.1,0.01,1,0.3653436570549631,0.03590500824246562,0.11862336521493885,0.36439671094764703
0.9,0.05,18.0,1.0,0.1,0.01,2,0.44594154550468,0.061671462406307845,0.11757638181640452,0.4427709452506371
0.9,0.05,18.0,1.0,0.1,0.01,3,0.35847069278779214,0.041836069630184484,0.11753118812823783,0.35925127496515885
0.9,0.05,18.0,1.0,0.1,0.01,4,0.37855922717605456,0.031949877527092434,0.12114467164362658,0.37874362220886365
0.9,0.05,18.0,1.0,0.1,0.01,5,0.35708657690283563,0.031672820228406416,0.11926604755157912,0.35583061324065707
0.9,0.05,18.0,1.0,0.2,0.01,0,0.2679167251924569,0.04365170256209135,0.11987586841713165,0.26569355292887553
0.9,0.05,18.0,1.0,0.2,0.01,1,0.3246137507656625,0.03229376081253313,0.11862336521493885,0.3240580379047827
0.9,0.05,18.0,1.0,0.2,0.01,2,0.2866251921411748,0.03736573298216989,0.11757638181640452,0.28572011889472887
0.9,0.05,18.0,1.0,0.2,0.01,3,0.3611400386017675,0.047249975776577656,0.11753118812823783,0.36017237893958476
0.9,0.05,18.0,1.0,0.2,0.01,4,0.3824457986659043,0.042291022316076676,0.12114467164362658,0.38420464976915514
0.9,0.05,18.0,1.0,0.2,0.01,5,0.30103939589403417,0.04234545268806463,0.11926604755157912,0.29978772277577925
0.9,0.05,18.0,1.0,0.3,0.01,0,0.27601682711158904,0.05230548889717482,0.11987586841713165,0.2968061094567714
0.9,0.05,18.0,1.0,0.3,0.01,1,0.3275343101953957,0.038379476062018754,0.11862336521493885,0.327730098373127
0.9,0.05,18.0,1.0,0.3,0.01,2,0.29764206455043063,0.04950397446356216,0.11757638181640452,0.298552136349038
0.9,0.05,18.0,1.0,0.3,0.01,3,0.25751605812811745,0.038779327441849996,0.11753118812823783,0.2652310398920602
0.9,0.05,18.0,1.0,0.3,0.01,4,0.2912318385371433,0.055955996117874884,0.12114467164362658,0.3271681280583244
0.9,0.05,18.0,1.0,0.3,0.01,5,0.26209819473365753,0.03411828532428277,0.11926604755157912,0.2619669097836672
0.9,0.05,18.0,1.2,0.1,0.01,0,0.34484321495012626,0.06070048406208936,0.11987586841713165,0.34240036534340507
0.9,0.05,18.0,1.2,0.1,0.01,1,0.39892403981774077,0.03116220137371959,0.11862336521493885,0.3982845679558121
0.9,0.05,18.0,1.2,0.1,0.01,2,0.34833518839888555,0.03424787984527903,0.11757638181640452,0.3495450132180582
0.9,0.05,18.0,1.2,0.1,0.01,3,0.3460960151111426,0.060836475652216226,0.11753118812823783,0.3425470062578619
0.9,0.05,18.0,1.2,0.1,0.01,4,0.369900402456648,0.02828430084704575,0.12114467164362658,0.3699917437317808
0.9,0.05,18.0,1.2,0.1,0.01,5,0.399995336067798,0.05624916526197843,0.11926604755157912,0.39730574668788915
0.9,0.05,18.0,1.2,0.2,0.01,0,0.348995257842035,0.03375736728721289,0.11987586841713165,0.34796205691975335
0.9,0.05,18.0,1.2,0.2,0.01,1,0.38108165148555284,0.030761351921913465,0.11862336521493885,0.37974639459865245
0.9,0.05,18.0,1.2,0.2,0.01,2,0.28725819030013816,0.03949455319278962,0.11757638181640452,0.28790779647258197
0.9,0.05,18.0,1.2,0.2,0.01,3,0.3323372096098763,0.042876327839640314,0.11753118812823783,0.3308396643102444
0.9,0.05,18.0,1.2,0.2,0.01,4,0.36013095589570976,0.041096265435689845,0.12114467164362658,0.3604113618507783
0.9,0.05,18.0,1.2,0.2,0.01,5,0.3549348625354259,0.03856900730658845,0.11926604755157912,0.3611312569132934
0.9,0.05,18.0,1.2,0.3,0.01,0,0.32442863472411454,0.03528290533148314,0.11987586841713165,0.3237306490542056
0.9,0.05,18.0,1.2,0.3,0.01,1,0.30335771092357816,0.0338772050886168,0.11862336521493885,0.30362306104929915
0.9,0.05,18.0,1.2,0.3,0.01,2,0.2860790862858992,0.021052243372435882,0.11757638181640452,0.28761724011757217
0.9,0.05,18.0,1.2,0.3,0.01,3,0.2888663325221916,0.0643117107066188,0.11753118812823783,0.289585393100239
0.9,0.05,18.0,1.2,0.3,0.01,4,0.33092944032993404,0.08418064097286503,0.12114467164362658,0.35851737152631596
0.9,0.05,18.0,1.2,0.3,0.01,5,0.2896008495595701,0.027694425830263693,0.11926604755157912,0.2897449744007944
0.9,0.1,9.0,0.8,0.1,0.01,0,0.2905431051766154,0.02090290385552638,0.11987586841713165,0.29142740215514695
0.9,0.1,9.0,0.8,0.1,0.01,1,0.3555054918687316,0.056131739058543094,0.11862336521493885,0.3536992529902896
0.9,0.1,9.0,0.8,0.1,0.01,2,0.365953245257563,0.05533002540191497,0.11757638181640452,0.3628338153857756
0.9,0.1,9.0,0.8,0.1,0.01,3,0.345048519769447,0.05620687613783251,0.11753118812823783,0.3433555916119649
0.9,0.1,9.0,0.8,0.1,0.01,4,0.3735978095203127,0.041432051110746417,0.12114467164362658,0.3750361896039185
0.9,0.1,9.0,0.8,0.1,0.01,5,0.3302557639984558,0.02643639530357875,0.11926604755157912,0.3293849708212305
0.9,0.1,9.0,0.8,0.2,0.01,0,0.30299190626535055,0.04274784580055826,0.11987586841713165,0.30072729472102444
0.9,0.1,9.0,0.8,0.2,0.01,1,0.3066340463014279,0.027763122656014674,0.11862336521493885,0.307656536559948
0.9,0.1,9.0,0.8,0.2,0.01,2,0.25846127916109846,0.034122532011780324,0.11757638181640452,0.26477781056304056
0.9,0.1,9.0,0.8,0.2,0.01,3,0.2982512494821057,0.04166099161322015,0.11753118812823783,0.30095686140464384
0.9,0.1,9.0,0.8,0.2,0.01,4,0.22806751149103624,0.11519939737044227,0.12114467164362658,0.3166897469364188
0.9,0.1,9.0,0.8,0.2,0.01,5,0.3217032243641904,0.04005469946468388,0.11926604755157912,0.32305010268373
0.9,0.1,9.0,0.8,0.3,0.01,0,0.18571507674446086,0.056020690153554625,0.11974261008004243,0.231207021467826
0.9,0.1,9.0,0.8,0.3,0.01,1,0.2760530578161386,0.051869739650592585,0.11862336521493885,0.28793426474140016
0.9,0.1,9.0,0.8,0.3,0.01,2,0.2233985855271279,0.07176976864956303,0.11757638181640452,0.2271068751363939
0.9,0.1,9.0,0.8,0.3,0.01,3,0.22725408678401,0.047709539224663436,0.11753118812823783,0.2263256136407895
0.9,0.1,9.0,0.8,0.3,0.01,4,0.15003104678101087,0.05289025029630679,0.12114467164362658,0.3023861060896205
0.9,0.1,9.0,0.8,0.3,0.01,5,0.2136988523070843,0.05498854885333207,0.11926604755157912,0.21863963176524812
0.9,0.1,9.0,1.0,0.1,0.01,0,0.37919069694176644,0.03049907494597483,0.11987586841713165,0.3780995370139761
0.9,0.1,9.0,1.0,0.1,0.01,1,0.4326092044588681,0.05454933505360819,0.11862336521493885,0.4312225853949088
0.9,0.1,9.0,1.0,0.1,0.01,2,0.3188755549442247,0.03348331130112236,0.11757638181640452,0.317917494659808
0.9,0.1,9.0,1.0,0.1,0.01,3,0.33187664700443237,0.039259627967906975,0.11753118812823783,0.3295156689972536
0.9,0.1,9.0,1.0,0.1,0.01,4,0.40974845127198645,0.040231844293180274,0.12114467164362658,0.4098175058626772
0.9,0.1,9.0,1.0,0.1,0.01,5,0.31281514007642025,0.041170682397377686,0.11926604755157912,0.31367772796800647
0.9,0.1,9.0,1.0,0.2,0.01,0,0.29224634950466144,0.04522389420689636,0.11987586841713165,0.2929961736447765
0.9,0.1,9.0,1.0,0.2,0.01,1,0.42378038627174086,0.0456158297244413,0.11862336521493885,0.422404528554305
0.9,0.1,9.0,1.0,0.2,0.01,2,0.31534028480545223,0.04085354939634586,0.11757638181640452,0.31451995713571823
0.9,0.1,9.0,1.0,0.2,0.01,3,0.30490114498883397,0.04637317315262535,0.11753118812823783,0.31641655572060934
0.9,0.1,9.0,1.0,0.2,0.01,4,0.37696044067620016,0.05513935589943391,0.12114467164362658,0.37560291190571393
0.9,0.1,9.0,1.0,0.2,0.01,5,0.2645151667532171,0.03336781793832779,0.11926604755157912,0.2644392402167244
0.9,0.1,9.0,1.0,0.3,0.01,0,0.25283141926787184,0.03516713019117722,0.11987586841713165,0.25486225823820957
0.9,0.1,9.0,1.0,0.3,0.01,1,0.21387375300020148,0.08151506795998933,0.11862336521493885,0.24940701260352072
0.9,0.1,9.0,1.0,0.3,0.01,2,0.23172927044845487,0.04699730647391268,0.11757638181640452,0.26418435640946636
0.9,0.1,9.0,1.0,0.3,0.01,3,0.21190579247376343,0.046963026703071974,0.11753118812823783,0.2119124809887122
0.9,0.1,9.0,1.0,0.3,0.01,4,0.28479833576397023,0.08066876475914064,0.12114467164362658,0.3536097977020774
0.9,0.1,9.0,1.0,0.3,0.01,5,0.2387191544976964,0.06074700318563195,0.11926604755157912,0.23702409890169632
0.9,0.1,9.0,1.2,0.1,0.01,0,0.4000727390971628,0.06462243452981647,0.11987586841713165,0.3931867541659171
0.9,0.1,9.0,1.2,0.1,0.01,1,0.3888658508380501,0.025025377223741322,0.11862336521493885,0.388532049359241
0.9,0.1,9.0,1.2,0.1,0.01,2,0.45160061331792395,0.0702951503787974,0.11757638181640452,0.4486459350849797
0.9,0.1,9.0,1.2,0.1,0.01,3,0.4255048684304631,0.040557059982711835,0.11753118812823783,0.4228654512530856
0.9,0.1,9.0,1.2,0.1,0.01,4,0.46294765000724225,0.043811162758942236,0.12114467164362658,0.4625146735492862
0.9,0.1,9.0,1.2,0.1,0.01,5,0.2932577951748746,0.02638167066083678,0.11926604755157912,0.29344874719568953
0.9,0.1,9.0,1.2,0.2,0.01,0,0.32087527549074235,0.043909076311798495,0.11987586841713165,0.3181464393382671
0.9,0.1,9.0,1.2,0.2,0.01,1,0.37646730653775795,0.04292373854800606,0.11862336521493885,0.37653977355701335
0.9,0.1,9.0,1.2,0.2,0.01,2,0.33755235451770255,0.04628269450072017,0.11757638181640452,0.335811406480917
0.9,0.1,9.0,1.2,0.2,0.01,3,0.3520815580325636,0.05344261352986117,0.11753118812823783,0.3549783578338681
