model_variant,benefit_from_altruism,cost_of_altruism,harshness,disturbance_interval,disturbance_fraction,altruistic_probability,selfish_probability,coexist_prob,altruist_avg,selfish_avg,black_avg,occupied_avg
uniform_culling,0.85,0.15,0.96,50,0.5,0.39,0.39,0,1301,0,1300,0.500192
uniform_culling,0.8,0.2,0.96,50,0.5,0.39,0.39,1,216.4,873,1511.6,0.418839
uniform_culling,0.8,0.3,0.96,50,0.5,0.39,0.39,0,0,594,2007,0.228374
uniform_culling,0.8,0.25,0.96,50,0.25,0.39,0.39,0,0,1678.6,922.4,0.645367
uniform_culling,0.9,0,0.96,50,0.25,0.39,0.39,0,1951,0,650,0.750096
uniform_culling,0.85,0.25,0.96,50,0.25,0.39,0.39,0,0,1678.6,922.4,0.645367
uniform_culling,0.9,0.1,0.96,50,0.25,0.39,0.39,0,1951,0,650,0.750096
uniform_culling,0.9,0.05,0.96,50,0.25,0.39,0.39,0,1951,0,650,0.750096
uniform_culling,0.8,0.35,0.96,50,0.5,0.39,0.39,0,0,594,2007,0.228374
uniform_culling,0.9,0,0.96,50,0.5,0.39,0.39,0,1301,0,1300,0.500192
uniform_culling,0.85,0.2,0.96,50,0.25,0.39,0.39,0,0,1678.6,922.4,0.645367
uniform_culling,0.9,0.05,0.96,50,0.5,0.39,0.39,0,1301,0,1300,0.500192
uniform_culling,0.85,0.2,0.96,50,0.5,0.39,0.39,1,406,826.8,1368.2,0.473972
uniform_culling,0.85,0.3,0.96,50,0.25,0.39,0.39,0,0,1678.6,922.4,0.645367
uniform_culling,0.85,0.25,0.96,50,0.5,0.39,0.39,0,0,605,1996,0.232603
uniform_culling,0.85,0.3,0.96,50,0.5,0.39,0.39,0,0,605,1996,0.232603
uniform_culling,0.9,0.1,0.96,50,0.5,0.39,0.39,0,1301,0,1300,0.500192
uniform_culling,0.85,0.35,0.96,50,0.25,0.39,0.39,0,0,1678.6,922.4,0.645367
uniform_culling,0.85,0.35,0.96,50,0.5,0.39,0.39,0,0,594,2007,0.228374
uniform_culling,0.9,0.15,0.96,50,0.25,0.39,0.39,0,1951,0,650,0.750096
uniform_culling,0.9,0.15,0.96,50,0.5,0.39,0.39,0,1301,0,1300,0.500192
uniform_culling,0.95,0,0.96,50,0.25,0.39,0.39,0,1951,0,650,0.750096
uniform_culling,0.95,0.05,0.96,50,0.25,0.39,0.39,0,1951,0,650,0.750096
uniform_culling,0.95,0.1,0.96,50,0.25,0.39,0.39,0,1951,0,650,0.750096
uniform_culling,0.95,0,0.96,50,0.5,0.39,0.39,0,1301,0,1300,0.500192
uniform_culling,0.95,0.05,0.96,50,0.5,0.39,0.39,0,1301,0,1300,0.500192
uniform_culling,0.95,0.15,0.96,50,0.25,0.39,0.39,0,1951,0,650,0.750096
uniform_culling,0.95,0.1,0.96,50,0.5,0.39,0.39,0,1301,0,1300,0.500192
uniform_culling,0.9,0.2,0.96,50,0.25,0.39,0.39,0.8,128,1663.6,809.4,0.688812
uniform_culling,0.9,0.25,0.96,50,0.25,0.39,0.39,0,0,1660.4,940.6,0.63837
uniform_culling,0.9,0.3,0.96,50,0.25,0.39,0.39,0,0,1660.4,940.6,0.63837
uniform_culling,0.95,0.15,0.96,50,0.5,0.39,0.39,0,1301,0,1300,0.500192
uniform_culling,0.9,0.25,0.96,50,0.5,0.39,0.39,0,0,609.6,1991.4,0.234371
uniform_culling,0.9,0.3,0.96,50,0.5,0.39,0.39,0,0,605,1996,0.232603
uniform_culling,0.9,0.35,0.96,50,0.25,0.39,0.39,0,0,1660.4,940.6,0.63837
uniform_culling,0.9,0.2,0.96,50,0.5,0.39,0.39,1,619.6,668,1313.4,0.49504
uniform_culling,0.9,0.35,0.96,50,0.5,0.39,0.39,0,0,605,1996,0.232603
uniform_culling,1,0,0.96,50,0.25,0.39,0.39,0,1951,0,650,0.750096
uniform_culling,1,0.05,0.96,50,0.25,0.39,0.39,0,1951,0,650,0.750096
uniform_culling,1,0,0.96,50,0.5,0.39,0.39,0,1301,0,1300,0.500192
uniform_culling,1,0.05,0.96,50,0.5,0.39,0.39,0,1301,0,1300,0.500192
uniform_culling,1,0.1,0.96,50,0.25,0.39,0.39,0,1951,0,650,0.750096
uniform_culling,0.95,0.25,0.96,50,0.25,0.39,0.39,0,0,1660.4,940.6,0.63837
uniform_culling,0.95,0.2,0.96,50,0.25,0.39,0.39,1,698.6,1233,669.4,0.742637
uniform_culling,0.95,0.3,0.96,50,0.25,0.39,0.39,0,0,1552.8,1048.2,0.597001
uniform_culling,1,0.1,0.96,50,0.5,0.39,0.39,0,1301,0,1300,0.500192
uniform_culling,0.95,0.35,0.96,50,0.25,0.39,0.39,0,0,1552.8,1048.2,0.597001
uniform_culling,1,0.15,0.96,50,0.25,0.39,0.39,0,1951,0,650,0.750096
uniform_culling,0.95,0.3,0.96,50,0.5,0.39,0.39,0,0,605,1996,0.232603
uniform_culling,0.95,0.2,0.96,50,0.5,0.39,0.39,0.8,1170.2,130.8,1300,0.500192
uniform_culling,0.95,0.25,0.96,50,0.5,0.39,0.39,0.8,49,777.2,1774.8,0.317647
uniform_culling,0.95,0.35,0.96,50,0.5,0.39,0.39,0,0,605,1996,0.232603
uniform_culling,1,0.15,0.96,50,0.5,0.39,0.39,0,1301,0,1300,0.500192
uniform_culling,1,0.2,0.96,50,0.25,0.39,0.39,1,1502.6,448.4,650,0.750096
compact_swath,0,0,0.96,50,0.5,0.39,0.39,0,70.4,70.8,2459.8,0.0542868
compact_swath,0,0.05,0.96,50,0.5,0.39,0.39,0,0,141.2,2459.8,0.0542868
uniform_culling,1,0.2,0.96,50,0.5,0.39,0.39,0.8,1252.2,48.8,1300,0.500192
compact_swath,0,0.1,0.96,50,0.5,0.39,0.39,0,0,141.2,2459.8,0.0542868
compact_swath,0,0.2,0.96,50,0.5,0.39,0.39,0,0,47.2,2553.8,0.0181469
compact_swath,0,0.15,0.96,50,0.5,0.39,0.39,0,0,141.2,2459.8,0.0542868
uniform_culling,1,0.25,0.96,50,0.25,0.39,0.39,0,0,1552.8,1048.2,0.597001
compact_swath,0,0.25,0.96,50,0.5,0.39,0.39,0,0,47.2,2553.8,0.0181469
uniform_culling,1,0.3,0.96,50,0.25,0.39,0.39,0,0,1658.4,942.6,0.637601
uniform_culling,1,0.35,0.96,50,0.25,0.39,0.39,0,0,1552.8,1048.2,0.597001
uniform_culling,1,0.3,0.96,50,0.5,0.39,0.39,0,0,531.6,2069.4,0.204383
uniform_culling,1,0.35,0.96,50,0.5,0.39,0.39,0,0,531.6,2069.4,0.204383
compact_swath,0,0.05,0.96,50,0.25,0.39,0.39,0,0,1322.4,1278.6,0.50842
uniform_culling,1,0.25,0.96,50,0.5,0.39,0.39,1,102.2,830.6,1668.2,0.358631
compact_swath,0,0.1,0.96,50,0.25,0.39,0.39,0,0,1322.4,1278.6,0.50842
compact_swath,0,0.35,0.96,50,0.5,0.39,0.39,0,0,47.2,2553.8,0.0181469
compact_swath,0,0.3,0.96,50,0.5,0.39,0.39,0,0,141.2,2459.8,0.0542868
compact_swath,0,0.15,0.96,50,0.25,0.39,0.39,0,0,1322.4,1278.6,0.50842
compact_swath,0,0.2,0.96,50,0.25,0.39,0.39,0,0,1322.4,1278.6,0.50842
compact_swath,0,0,0.96,50,0.25,0.39,0.39,0.4,590.8,731.6,1278.6,0.50842
compact_swath,0.05,0.05,0.96,50,0.5,0.39,0.39,0,0,141.2,2459.8,0.0542868
compact_swath,0,0.25,0.96,50,0.25,0.39,0.39,0,0,1311.8,1289.2,0.504344
compact_swath,0.05,0.1,0.96,50,0.5,0.39,0.39,0,0,141.2,2459.8,0.0542868
compact_swath,0.05,0.15,0.96,50,0.5,0.39,0.39,0,0,47.2,2553.8,0.0181469
compact_swath,0.05,0,0.96,50,0.5,0.39,0.39,0,452.2,15.8,2133,0.179931
compact_swath,0,0.3,0.96,50,0.25,0.39,0.39,0,0,1322.4,1278.6,0.50842
compact_swath,0,0.35,0.96,50,0.25,0.39,0.39,0,0,1322.4,1278.6,0.50842
compact_swath,0.05,0,0.96,50,0.25,0.39,0.39,0.2,1553.2,16.8,1031,0.603614
compact_swath,0.05,0.05,0.96,50,0.25,0.39,0.39,0,0,1311.8,1289.2,0.504344
compact_swath,0.05,0.2,0.96,50,0.5,0.39,0.39,0,0,14.4,2586.6,0.00553633
compact_swath,0.05,0.15,0.96,50,0.25,0.39,0.39,0,0,1322.4,1278.6,0.50842
compact_swath,0.05,0.1,0.96,50,0.25,0.39,0.39,0,0,1322.4,1278.6,0.50842
compact_swath,0.05,0.25,0.96,50,0.5,0.39,0.39,0,0,47.2,2553.8,0.0181469
compact_swath,0.05,0.3,0.96,50,0.5,0.39,0.39,0,0,122.8,2478.2,0.0472126
compact_swath,0.05,0.35,0.96,50,0.5,0.39,0.39,0,0,47.2,2553.8,0.0181469
compact_swath,0.1,0.2,0.96,50,0.5,0.39,0.39,0,0,14.4,2586.6,0.00553633
compact_swath,0.1,0.05,0.96,50,0.5,0.39,0.39,0,0,47.2,2553.8,0.0181469
compact_swath,0.05,0.2,0.96,50,0.25,0.39,0.39,0,0,1311.8,1289.2,0.504344
compact_swath,0.1,0.3,0.96,50,0.5,0.39,0.39,0,0,14.4,2586.6,0.00553633
compact_swath,0.05,0.25,0.96,50,0.25,0.39,0.39,0,0,1340.8,1260.2,0.515494
compact_swath,0.05,0.3,0.96,50,0.25,0.39,0.39,0,0,1340.8,1260.2,0.515494
compact_swath,0.1,0,0.96,50,0.25,0.39,0.39,0,1830.2,0,770.8,0.703652
compact_swath,0.05,0.35,0.96,50,0.25,0.39,0.39,0,0,1340.8,1260.2,0.515494
compact_swath,0.1,0,0.96,50,0.5,0.39,0.39,0,682.4,0,1918.6,0.262361
compact_swath,0.1,0.1,0.96,50,0.5,0.39,0.39,0,0,197.2,2403.8,0.075817
compact_swath,0.1,0.15,0.96,50,0.5,0.39,0.39,0,0,197.2,2403.8,0.075817
compact_swath,0.1,0.35,0.96,50,0.5,0.39,0.39,0,0,14.4,2586.6,0.00553633
compact_swath,0.1,0.05,0.96,50,0.25,0.39,0.39,0,0,1311.8,1289.2,0.504344
compact_swath,0.1,0.25,0.96,50,0.5,0.39,0.39,0,0,197.2,2403.8,0.075817
compact_swath,0.1,0.2,0.96,50,0.25,0.39,0.39,0,0,1289.4,1311.6,0.495732
compact_swath,0.1,0.1,0.96,50,0.25,0.39,0.39,0,0,1311.8,1289.2,0.504344
compact_swath,0.1,0.15,0.96,50,0.25,0.39,0.39,0,0,1311.8,1289.2,0.504344
compact_swath,0.1,0.25,0.96,50,0.25,0.39,0.39,0,0,1367.2,1233.8,0.525644
compact_swath,0.1,0.3,0.96,50,0.25,0.39,0.39,0,0,1367.2,1233.8,0.525644
compact_swath,0.1,0.35,0.96,50,0.25,0.39,0.39,0,0,1400.2,1200.8,0.538331
compact_swath,0.15,0,0.96,50,0.25,0.39,0.39,0,1889.8,0,711.2,0.726567
compact_swath,0.15,0.2,0.96,50,0.5,0.39,0.39,0,0,122.8,2478.2,0.0472126
compact_swath,0.15,0.05,0.96,50,0.5,0.39,0.39,0.2,14.6,246,2340.4,0.100192
compact_swath,0.15,0.1,0.96,50,0.5,0.39,0.39,0,0,125.8,2475.2,0.048366
compact_swath,0.15,0.1,0.96,50,0.25,0.39,0.39,0,0,1367.2,1233.8,0.525644
compact_swath,0.15,0.25,0.96,50,0.5,0.39,0.39,0,0,122.8,2478.2,0.0472126
compact_swath,0.15,0,0.96,50,0.5,0.39,0.39,0,920,0,1681,0.35371
compact_swath,0.15,0.15,0.96,50,0.5,0.39,0.39,0,0,197.2,2403.8,0.075817
compact_swath,0.15,0.3,0.96,50,0.5,0.39,0.39,0,0,122.8,2478.2,0.0472126
compact_swath,0.15,0.05,0.96,50,0.25,0.39,0.39,0.4,119.6,1282,1199.4,0.53887
compact_swath,0.15,0.15,0.96,50,0.25,0.39,0.39,0,0,1237.4,1363.6,0.47574
compact_swath,0.15,0.25,0.96,50,0.25,0.39,0.39,0,0,1297.8,1303.2,0.498962
compact_swath,0.15,0.2,0.96,50,0.25,0.39,0.39,0,0,1367.2,1233.8,0.525644
compact_swath,0.15,0.35,0.96,50,0.5,0.39,0.39,0,0,112,2489,0.0430604
compact_swath,0.2,0,0.96,50,0.25,0.39,0.39,0,1827.8,0,773.2,0.70273
compact_swath,0.15,0.3,0.96,50,0.25,0.39,0.39,0,0,1237.4,1363.6,0.47574
compact_swath,0.15,0.35,0.96,50,0.25,0.39,0.39,0,0,1400.2,1200.8,0.538331
compact_swath,0.2,0.1,0.96,50,0.5,0.39,0.39,0,0,105.8,2495.2,0.0406767
compact_swath,0.2,0,0.96,50,0.5,0.39,0.39,0,925.8,0,1675.2,0.35594
compact_swath,0.2,0.2,0.96,50,0.5,0.39,0.39,0,0,105.8,2495.2,0.0406767
compact_swath,0.2,0.15,0.96,50,0.5,0.39,0.39,0,0,112,2489,0.0430604
compact_swath,0.2,0.35,0.96,50,0.5,0.39,0.39,0,0,10.2,2590.8,0.00392157
compact_swath,0.2,0.3,0.96,50,0.5,0.39,0.39,0,0,98.6,2502.4,0.0379085
compact_swath,0.2,0.05,0.96,50,0.25,0.39,0.39,0.6,230,1177.2,1193.8,0.541023
compact_swath,0.2,0.25,0.96,50,0.5,0.39,0.39,0,0,125.8,2475.2,0.048366
compact_swath,0.2,0.15,0.96,50,0.25,0.39,0.39,0,0,1405.8,1195.2,0.540484
compact_swath,0.2,0.1,0.96,50,0.25,0.39,0.39,0,0,1330.4,1270.6,0.511496
compact_swath,0.2,0.05,0.96,50,0.5,0.39,0.39,0,510.8,2.8,2087.4,0.197463
compact_swath,0.2,0.2,0.96,50,0.25,0.39,0.39,0,0,1400.2,1200.8,0.538331
compact_swath,0.2,0.25,0.96,50,0.25,0.39,0.39,0,0,1285.2,1315.8,0.494118
compact_swath,0.2,0.3,0.96,50,0.25,0.39,0.39,0,0,1400.2,1200.8,0.538331
compact_swath,0.25,0,0.96,50,0.25,0.39,0.39,0,1907,0,694,0.73318
compact_swath,0.2,0.35,0.96,50,0.25,0.39,0.39,0,0,1205,1396,0.463283
compact_swath,0.25,0.1,0.96,50,0.5,0.39,0.39,0,0,72.4,2528.6,0.0278354
compact_swath,0.25,0,0.96,50,0.5,0.39,0.39,0,1150.6,0,1450.4,0.442368
compact_swath,0.25,0.15,0.96,50,0.5,0.39,0.39,0,0,105.8,2495.2,0.0406767
compact_swath,0.25,0.25,0.96,50,0.5,0.39,0.39,0,0,197.6,2403.4,0.0759708
compact_swath,0.25,0.05,0.96,50,0.5,0.39,0.39,0.2,915.8,21.6,1663.6,0.3604
compact_swath,0.25,0.05,0.96,50,0.25,0.39,0.39,0.6,1701,144,756,0.709343
compact_swath,0.25,0.1,0.96,50,0.25,0.39,0.39,0,0,1205,1396,0.463283
compact_swath,0.25,0.2,0.96,50,0.25,0.39,0.39,0,0,1297.8,1303.2,0.498962
compact_swath,0.25,0.2,0.96,50,0.5,0.39,0.39,0,0,133.6,2467.4,0.0513649
compact_swath,0.25,0.15,0.96,50,0.25,0.39,0.39,0,0,1398.8,1202.2,0.537793
compact_swath,0.25,0.25,0.96,50,0.25,0.39,0.39,0,0,1368.4,1232.6,0.526105
compact_swath,0.25,0.3,0.96,50,0.5,0.39,0.39,0,0,136.4,2464.6,0.0524414
compact_swath,0.3,0.15,0.96,50,0.5,0.39,0.39,0,0,26.6,2574.4,0.0102268
compact_swath,0.25,0.35,0.96,50,0.5,0.39,0.39,0,0,40.6,2560.4,0.0156094
compact_swath,0.25,0.3,0.96,50,0.25,0.39,0.39,0,0,1205,1396,0.463283
compact_swath,0.3,0,0.96,50,0.25,0.39,0.39,0,1934.6,0,666.4,0.743791
compact_swath,0.3,0.3,0.96,50,0.5,0.39,0.39,0,0,26.6,2574.4,0.0102268
compact_swath,0.25,0.35,0.96,50,0.25,0.39,0.39,0,0,1242.8,1358.2,0.477816
compact_swath,0.3,0.1,0.96,50,0.5,0.39,0.39,0,0,181.4,2419.6,0.0697424
compact_swath,0.3,0.35,0.96,50,0.5,0.39,0.39,0,0,26.6,2574.4,0.0102268
compact_swath,0.3,0,0.96,50,0.5,0.39,0.39,0,1104.4,0,1496.6,0.424606
compact_swath,0.3,0.05,0.96,50,0.25,0.39,0.39,0,1853.6,0,747.4,0.712649
compact_swath,0.3,0.2,0.96,50,0.5,0.39,0.39,0,0,76.6,2524.4,0.0294502
compact_swath,0.3,0.05,0.96,50,0.5,0.39,0.39,0,953.8,0,1647.2,0.366705
compact_swath,0.3,0.25,0.96,50,0.5,0.39,0.39,0,0,162,2439,0.0622837
compact_swath,0.3,0.15,0.96,50,0.25,0.39,0.39,0,0,1322.6,1278.4,0.508497
compact_swath,0.3,0.2,0.96,50,0.25,0.39,0.39,0,0,1375.2,1225.8,0.52872
compact_swath,0.3,0.25,0.96,50,0.25,0.39,0.39,0,0,1271.8,1329.2,0.488966
compact_swath,0.3,0.1,0.96,50,0.25,0.39,0.39,0,0,1188.4,1412.6,0.456901
compact_swath,0.3,0.3,0.96,50,0.25,0.39,0.39,0,0,1398.8,1202.2,0.537793
compact_swath,0.35,0,0.96,50,0.25,0.39,0.39,0,1954.6,0,646.4,0.75148
compact_swath,0.35,0,0.96,50,0.5,0.39,0.39,0,1091.2,0,1509.8,0.419531
compact_swath,0.3,0.35,0.96,50,0.25,0.39,0.39,0,0,1398.8,1202.2,0.537793
compact_swath,0.35,0.05,0.96,50,0.25,0.39,0.39,0,1927.8,0,673.2,0.741176
compact_swath,0.35,0.05,0.96,50,0.5,0.39,0.39,0,1062.2,0,1538.8,0.408381
compact_swath,0.35,0.15,0.96,50,0.5,0.39,0.39,0,0,74.2,2526.8,0.0285275
compact_swath,0.35,0.1,0.96,50,0.5,0.39,0.39,0.4,199.4,119,2282.6,0.122414
compact_swath,0.35,0.1,0.96,50,0.25,0.39,0.39,0,0,1279.2,1321.8,0.491811
compact_swath,0.35,0.15,0.96,50,0.25,0.39,0.39,0,0,1265.8,1335.2,0.486659
compact_swath,0.35,0.2,0.96,50,0.5,0.39,0.39,0,0,94.2,2506.8,0.0362168
compact_swath,0.35,0.25,0.96,50,0.5,0.39,0.39,0,0,115.8,2485.2,0.0445213
compact_swath,0.35,0.2,0.96,50,0.25,0.39,0.39,0,0,1385.4,1215.6,0.532641
compact_swath,0.35,0.3,0.96,50,0.5,0.39,0.39,0,0,111.4,2489.6,0.0428297
compact_swath,0.4,0.15,0.96,50,0.5,0.39,0.39,0,0,0,2601,0
compact_swath,0.35,0.25,0.96,50,0.25,0.39,0.39,0,0,1306,1295,0.502115
compact_swath,0.35,0.3,0.96,50,0.25,0.39,0.39,0,0,1359.6,1241.4,0.522722
compact_swath,0.4,0,0.96,50,0.25,0.39,0.39,0,1968,0,633,0.756632
compact_swath,0.35,0.35,0.96,50,0.5,0.39,0.39,0,0,74.2,2526.8,0.0285275
compact_swath,0.4,0,0.96,50,0.5,0.39,0.39,0,1180,0,1421,0.453672
compact_swath,0.35,0.35,0.96,50,0.25,0.39,0.39,0,0,1292.6,1308.4,0.496963
compact_swath,0.4,0.05,0.96,50,0.25,0.39,0.39,0,1929.6,0,671.4,0.741869
compact_swath,0.4,0.05,0.96,50,0.5,0.39,0.39,0,1092.6,0,1508.4,0.420069
compact_swath,0.4,0.25,0.96,50,0.5,0.39,0.39,0,0,33.4,2567.6,0.0128412
compact_swath,0.4,0.2,0.96,50,0.5,0.39,0.39,0,0,287.4,2313.6,0.110496
compact_swath,0.4,0.1,0.96,50,0.5,0.39,0.39,0.6,728,45.2,1827.8,0.29727
compact_swath,0.4,0.35,0.96,50,0.5,0.39,0.39,0,0,50.6,2550.4,0.0194541
compact_swath,0.4,0.1,0.96,50,0.25,0.39,0.39,0.2,3.6,1378.4,1219,0.531334
compact_swath,0.4,0.15,0.96,50,0.25,0.39,0.39,0,0,1331,1270,0.511726
compact_swath,0.4,0.2,0.96,50,0.25,0.39,0.39,0,0,1117,1484,0.42945
compact_swath,0.45,0,0.96,50,0.25,0.39,0.39,0,1961.4,0,639.6,0.754095
compact_swath,0.4,0.3,0.96,50,0.5,0.39,0.39,0,0,88.8,2512.2,0.0341407
compact_swath,0.4,0.25,0.96,50,0.25,0.39,0.39,0,0,1384.6,1216.4,0.532334
compact_swath,0.4,0.3,0.96,50,0.25,0.39,0.39,0,0,1413,1188,0.543253
compact_swath,0.45,0,0.96,50,0.5,0.39,0.39,0,1261.6,0,1339.4,0.485044
compact_swath,0.4,0.35,0.96,50,0.25,0.39,0.39,0,0,1306,1295,0.502115
compact_swath,0.45,0.05,0.96,50,0.25,0.39,0.39,0,1923,0,678,0.739331
compact_swath,0.45,0.05,0.96,50,0.5,0.39,0.39,0,1087.8,0,1513.2,0.418224
compact_swath,0.45,0.2,0.96,50,0.5,0.39,0.39,0,0,132.4,2468.6,0.0509035
compact_swath,0.45,0.25,0.96,50,0.5,0.39,0.39,0,0,46.8,2554.2,0.0179931
compact_swath,0.45,0.3,0.96,50,0.5,0.39,0.39,0,0,104.8,2496.2,0.0402922
compact_swath,0.45,0.1,0.96,50,0.5,0.39,0.39,0.2,994.4,21.6,1585,0.390619
compact_swath,0.45,0.35,0.96,50,0.5,0.39,0.39,0,0,104.8,2496.2,0.0402922
compact_swath,0.45,0.1,0.96,50,0.25,0.39,0.39,1,1378.8,467.6,754.6,0.709881
compact_swath,0.45,0.15,0.96,50,0.5,0.39,0.39,0.2,145,262.4,2193.6,0.156632
compact_swath,0.45,0.15,0.96,50,0.25,0.39,0.39,0,0,1207.6,1393.4,0.464283
compact_swath,0.45,0.25,0.96,50,0.25,0.39,0.39,0,0,1218.8,1382.2,0.468589
compact_swath,0.45,0.3,0.96,50,0.25,0.39,0.39,0,0,1299.4,1301.6,0.499577
compact_swath,0.5,0,0.96,50,0.25,0.39,0.39,0,1965.2,0,635.8,0.755556
compact_swath,0.45,0.2,0.96,50,0.25,0.39,0.39,0,0,1329,1272,0.510957
compact_swath,0.5,0,0.96,50,0.5,0.39,0.39,0,1211.6,0,1389.4,0.465821
compact_swath,0.45,0.35,0.96,50,0.25,0.39,0.39,0,0,1392.4,1208.6,0.535333
compact_swath,0.5,0.05,0.96,50,0.25,0.39,0.39,0,1958.4,0,642.6,0.752941
compact_swath,0.5,0.05,0.96,50,0.5,0.39,0.39,0,1177.6,0,1423.4,0.452749
compact_swath,0.5,0.15,0.96,50,0.5,0.39,0.39,0.2,113,264,2224,0.144944
compact_swath,0.5,0.1,0.96,50,0.5,0.39,0.39,0,1160.8,0,1440.2,0.44629
compact_swath,0.5,0.1,0.96,50,0.25,0.39,0.39,0.6,1716.8,198.6,685.6,0.736409
compact_swath,0.5,0.2,0.96,50,0.5,0.39,0.39,0.2,63,164.4,2373.6,0.0874279
compact_swath,0.5,0.25,0.96,50,0.5,0.39,0.39,0,0,240.6,2360.4,0.0925029
compact_swath,0.5,0.2,0.96,50,0.25,0.39,0.39,0,0,1307,1294,0.502499
compact_swath,0.5,0.35,0.96,50,0.5,0.39,0.39,0,0,165.6,2435.4,0.0636678
compact_swath,0.5,0.15,0.96,50,0.25,0.39,0.39,0,0,1253.6,1347.4,0.481968
compact_swath,0.55,0,0.96,50,0.25,0.39,0.39,0,1974.4,0,626.6,0.759093
compact_swath,0.5,0.25,0.96,50,0.25,0.39,0.39,0,0,1305,1296,0.50173
compact_swath,0.5,0.3,0.96,50,0.5,0.39,0.39,0,0,41.2,2559.8,0.0158401
compact_swath,0.5,0.3,0.96,50,0.25,0.39,0.39,0,0,1291.6,1309.4,0.496578
compact_swath,0.55,0,0.96,50,0.5,0.39,0.39,0,1215,0,1386,0.467128
compact_swath,0.55,0.05,0.96,50,0.25,0.39,0.39,0,1963,0,638,0.75471
compact_swath,0.5,0.35,0.96,50,0.25,0.39,0.39,0,0,1257.2,1343.8,0.483353
compact_swath,0.55,0.2,0.96,50,0.5,0.39,0.39,0,0,39.4,2561.6,0.015148
compact_swath,0.55,0.05,0.96,50,0.5,0.39,0.39,0,1174.6,0,1426.4,0.451596
compact_swath,0.55,0.1,0.96,50,0.5,0.39,0.39,0,1162.6,0,1438.4,0.446982
compact_swath,0.55,0.1,0.96,50,0.25,0.39,0.39,0,1944.4,0,656.6,0.747559
compact_swath,0.55,0.15,0.96,50,0.25,0.39,0.39,0,0,1435.4,1165.6,0.551865
compact_swath,0.55,0.2,0.96,50,0.25,0.39,0.39,0,0,1435.4,1165.6,0.551865
compact_swath,0.55,0.15,0.96,50,0.5,0.39,0.39,0.6,377.4,305.4,1918.2,0.262514
compact_swath,0.55,0.25,0.96,50,0.5,0.39,0.39,0,0,69.8,2531.2,0.0268358
compact_swath,0.6,0,0.96,50,0.25,0.39,0.39,0,1976,0,625,0.759708
compact_swath,0.55,0.35,0.96,50,0.5,0.39,0.39,0,0,143.8,2457.2,0.0552864
compact_swath,0.55,0.3,0.96,50,0.5,0.39,0.39,0,0,79.4,2521.6,0.0305267
compact_swath,0.55,0.25,0.96,50,0.25,0.39,0.39,0,0,1280.2,1320.8,0.492195
compact_swath,0.6,0,0.96,50,0.5,0.39,0.39,0,1254.2,0,1346.8,0.482199
compact_swath,0.6,0.05,0.96,50,0.25,0.39,0.39,0,1973.4,0,627.6,0.758708
compact_swath,0.55,0.3,0.96,50,0.25,0.39,0.39,0,0,1237,1364,0.475586
compact_swath,0.6,0.05,0.96,50,0.5,0.39,0.39,0,1206,0,1395,0.463668
compact_swath,0.6,0.2,0.96,50,0.5,0.39,0.39,0,0,155.4,2445.6,0.0597463
compact_swath,0.6,0.25,0.96,50,0.5,0.39,0.39,0,0,33.4,2567.6,0.0128412
compact_swath,0.55,0.35,0.96,50,0.25,0.39,0.39,0,0,1405.8,1195.2,0.540484
compact_swath,0.6,0.1,0.96,50,0.25,0.39,0.39,0,1953.4,0,647.6,0.751019
compact_swath,0.6,0.1,0.96,50,0.5,0.39,0.39,0,1206.2,0,1394.8,0.463745
compact_swath,0.6,0.2,0.96,50,0.25,0.39,0.39,0,0,1353.4,1247.6,0.520338
compact_swath,0.6,0.15,0.96,50,0.25,0.39,0.39,0.2,10.8,1305,1285.2,0.505882
compact_swath,0.6,0.35,0.96,50,0.5,0.39,0.39,0,0,131,2470,0.0503652
compact_swath,0.6,0.15,0.96,50,0.5,0.39,0.39,0.6,1024,48.8,1528.2,0.412457
compact_swath,0.65,0,0.96,50,0.25,0.39,0.39,0,1974.2,0,626.8,0.759016
compact_swath,0.65,0,0.96,50,0.5,0.39,0.39,0,1247.6,0,1353.4,0.479662
compact_swath,0.6,0.25,0.96,50,0.25,0.39,0.39,0,0,1321.2,1279.8,0.507958
compact_swath,0.6,0.3,0.96,50,0.5,0.39,0.39,0,0,166.2,2434.8,0.0638985
compact_swath,0.6,0.3,0.96,50,0.25,0.39,0.39,0,0,1224.8,1376.2,0.470896
compact_swath,0.65,0.05,0.96,50,0.25,0.39,0.39,0,1974.2,0,626.8,0.759016
compact_swath,0.65,0.05,0.96,50,0.5,0.39,0.39,0,1247.4,0,1353.6,0.479585
compact_swath,0.6,0.35,0.96,50,0.25,0.39,0.39,0,0,1394.8,1206.2,0.536255
compact_swath,0.65,0.1,0.96,50,0.25,0.39,0.39,0,1970,0,631,0.757401
compact_swath,0.65,0.1,0.96,50,0.5,0.39,0.39,0,1186,0,1415,0.455978
compact_swath,0.65,0.35,0.96,50,0.5,0.39,0.39,0,0,74.6,2526.4,0.0286813
compact_swath,0.65,0.2,0.96,50,0.5,0.39,0.39,0.2,454.8,62.2,2084,0.19877
compact_swath,0.65,0.3,0.96,50,0.5,0.39,0.39,0,0,174.6,2426.4,0.067128
compact_swath,0.65,0.15,0.96,50,0.5,0.39,0.39,0,1139.8,0,1461.2,0.438216
