scenario,replicate_count,success_rate,mean_final_cooperation_rate,mean_final_reciprocal_strategy_frequency,mean_final_ALLD_frequency
default_mixed_start,5,1.0,0.9779224537037037,0.8934027777777778,0.019444444444444445
no_memory_ablation,5,0.0,0.007291666666666666,0.007638888888888889,0.9885416666666667
one_round_ablation,5,0.0,0.007291666666666666,0.007638888888888889,0.9885416666666667
rare_cluster_start,5,1.0,0.9612268518518519,0.8885416666666667,0.024305555555555556
