scenario,seed,simulation_steps,burn_in_fraction,partner_persistence_probability,selection_temperature,rounds_per_pair_per_step,mean_cooperation_after_burn_in,mean_ALLD_after_burn_in,mean_reciprocal_after_burn_in,final_mean_cooperation_rate,final_ALLD_frequency,final_reciprocal_strategy_frequency,final_threshold_success
alld_majority,20,5000,0.2,0.9,1.0,3,0.9149520833333333,0.0574625,0.9425375,1.0,0.0,1.0,1
alld_majority,21,5000,0.2,0.9,1.0,3,0.8415783333333333,0.1259225,0.87376375,1.0,0.0,1.0,1
alld_majority,22,5000,0.2,0.9,1.0,3,0.23933166666666666,0.63883625,0.33453625,0.705,0.21,0.79,1
alld_majority,23,5000,0.2,0.9,1.0,3,0.41483375,0.42779375,0.5308325,0.38666666666666666,0.42,0.555,0
alld_majority,24,5000,0.2,0.9,1.0,3,0.9560929166666666,0.02621375,0.97347625,1.0,0.0,1.0,1
alld_majority,25,5000,0.2,0.9,1.0,3,0.9388854166666667,0.0372025,0.9615725,1.0,0.0,1.0,1
alld_majority,26,5000,0.2,0.9,1.0,3,0.41926291666666665,0.49024125,0.50023375,1.0,0.0,1.0,1
alld_majority,27,5000,0.2,0.9,1.0,3,0.00281125,0.99237125,0.0051075,0.0,1.0,0.0,0
alld_majority,28,5000,0.2,0.9,1.0,3,0.031143333333333332,0.938475,0.051945,0.0,1.0,0.0,0
alld_majority,29,5000,0.2,0.9,1.0,3,0.00039125,0.99905,0.00093875,0.0,1.0,0.0,0
alld_majority,30,5000,0.2,0.9,1.0,3,0.9197633333333334,0.0510475,0.9489525,1.0,0.0,1.0,1
alld_majority,31,5000,0.2,0.9,1.0,3,0.38471458333333336,0.52972125,0.47010125,0.9616666666666667,0.025,0.975,1
alld_majority,32,5000,0.2,0.9,1.0,3,0.8543525,0.10318625000000001,0.89681375,1.0,0.0,1.0,1
alld_majority,33,5000,0.2,0.9,1.0,3,0.010696666666666667,0.97394125,0.0227225,0.0,1.0,0.0,0
alld_majority,34,5000,0.2,0.9,1.0,3,0.9922275,0.00422,0.99578,1.0,0.0,1.0,1
alld_majority,35,5000,0.2,0.9,1.0,3,0.0008920833333333334,0.99671125,0.00328875,0.0,1.0,0.0,0
alld_majority,36,5000,0.2,0.9,1.0,3,1.125e-05,0.99975375,0.00024625,0.0,1.0,0.0,0
alld_majority,37,5000,0.2,0.9,1.0,3,0.03938666666666667,0.930085,0.055135,0.0,1.0,0.0,0
alld_majority,38,5000,0.2,0.9,1.0,3,0.8565770833333334,0.09794125000000001,0.90205875,1.0,0.0,1.0,1
alld_majority,39,5000,0.2,0.9,1.0,3,0.0020766666666666668,0.99735125,0.00079375,0.0,1.0,0.0,0
alld_majority,40,5000,0.2,0.9,1.0,3,0.9916108333333333,0.00497375,0.99502625,1.0,0.0,1.0,1
alld_majority,41,5000,0.2,0.9,1.0,3,0.9800720833333333,0.01157625,0.98842375,1.0,0.0,1.0,1
alld_majority,42,5000,0.2,0.9,1.0,3,0.9797858333333334,0.01154375,0.98845625,1.0,0.0,1.0,1
alld_majority,43,5000,0.2,0.9,1.0,3,0.8742508333333333,0.08970500000000001,0.910295,1.0,0.0,1.0,1
alld_majority,44,5000,0.2,0.9,1.0,3,0.92974875,0.04214375,0.95735125,1.0,0.0,1.0,1
alld_majority,45,5000,0.2,0.9,1.0,3,0.9032941666666666,0.06370625,0.93629375,1.0,0.0,1.0,1
alld_majority,46,5000,0.2,0.9,1.0,3,0.0009816666666666667,0.9978775,0.0012975,0.0,1.0,0.0,0
alld_majority,47,5000,0.2,0.9,1.0,3,0.0012441666666666666,0.995655,0.0033675,0.0,1.0,0.0,0
alld_majority,48,5000,0.2,0.9,1.0,3,0.9851766666666667,0.00840375,0.99159625,1.0,0.0,1.0,1
alld_majority,49,5000,0.2,0.9,1.0,3,0.6572808333333333,0.26986,0.7299375,0.99,0.005,0.995,1
alld_majority,50,5000,0.2,0.9,1.0,3,0.006680416666666667,0.98468625,0.01303,0.0,1.0,0.0,0
alld_majority,51,5000,0.2,0.9,1.0,3,0.8668958333333333,0.08864,0.91136,0.9766666666666667,0.02,0.98,1
alld_majority,52,5000,0.2,0.9,1.0,3,0.008673333333333333,0.98337375,0.011353750000000001,0.0,1.0,0.0,0
alld_majority,53,5000,0.2,0.9,1.0,3,0.9170895833333333,0.05389875,0.9445975,1.0,0.0,1.0,1
alld_majority,54,5000,0.2,0.9,1.0,3,0.7583416666666667,0.19036625,0.80890125,1.0,0.0,1.0,1
alld_majority,55,5000,0.2,0.9,1.0,3,0.97087875,0.0169875,0.9830125,1.0,0.0,1.0,1
alld_majority,56,5000,0.2,0.9,1.0,3,0.9925895833333334,0.0041025,0.9958975,1.0,0.0,1.0,1
alld_majority,57,5000,0.2,0.9,1.0,3,0.12157041666666667,0.7748975,0.2053975,0.7916666666666666,0.115,0.885,1
alld_majority,58,5000,0.2,0.9,1.0,3,0.015713333333333333,0.96194125,0.031265,0.0,1.0,0.0,0
alld_majority,59,5000,0.2,0.9,1.0,3,0.1008625,0.83864125,0.1612975,0.7166666666666667,0.18,0.82,1
alld_majority,60,5000,0.2,0.9,1.0,3,0.9492908333333333,0.03297,0.96703,1.0,0.0,1.0,1
alld_majority,61,5000,0.2,0.9,1.0,3,0.2212625,0.67236375,0.32138875,0.535,0.33,0.67,0
alld_majority,62,5000,0.2,0.9,1.0,3,0.992795,0.00406625,0.99593375,1.0,0.0,1.0,1
alld_majority,63,5000,0.2,0.9,1.0,3,0.5548620833333333,0.37252625,0.6273025,0.9183333333333333,0.055,0.945,1
alld_majority,64,5000,0.2,0.9,1.0,3,4.4166666666666665e-05,0.9997925,0.00017625,0.0,1.0,0.0,0
alld_majority,65,5000,0.2,0.9,1.0,3,0.7856170833333334,0.1718425,0.82775375,1.0,0.0,1.0,1
alld_majority,66,5000,0.2,0.9,1.0,3,0.009775416666666667,0.973735,0.02347125,0.0,1.0,0.0,0
alld_majority,67,5000,0.2,0.9,1.0,3,0.8070483333333334,0.15502125,0.84490375,1.0,0.0,1.0,1
alld_majority,68,5000,0.2,0.9,1.0,3,0.9340091666666667,0.0405625,0.95573375,1.0,0.0,1.0,1
alld_majority,69,5000,0.2,0.9,1.0,3,0.0010425,0.9952475,0.0047525,0.0,1.0,0.0,0
alld_majority,70,5000,0.2,0.9,1.0,3,0.0029895833333333332,0.9898312499999999,0.009121250000000001,0.0,1.0,0.0,0
alld_majority,71,5000,0.2,0.9,1.0,3,0.6527895833333334,0.30498,0.69192375,1.0,0.0,1.0,1
alld_majority,72,5000,0.2,0.9,1.0,3,0.7753966666666666,0.18076875,0.81923125,1.0,0.0,1.0,1
alld_majority,73,5000,0.2,0.9,1.0,3,0.0024525,0.9961175,0.00171125,0.0,1.0,0.0,0
alld_majority,74,5000,0.2,0.9,1.0,3,0.5629933333333333,0.37321,0.62502125,1.0,0.0,1.0,1
alld_majority,75,5000,0.2,0.9,1.0,3,0.013739166666666667,0.96883125,0.03031125,0.0,1.0,0.0,0
alld_majority,76,5000,0.2,0.9,1.0,3,0.6562683333333333,0.223295,0.7081825,0.765,0.14,0.81,1
alld_majority,77,5000,0.2,0.9,1.0,3,0.005586666666666667,0.9893675,0.0083475,0.0,1.0,0.0,0
alld_majority,78,5000,0.2,0.9,1.0,3,0.9690191666666667,0.01801875,0.98198125,1.0,0.0,1.0,1
alld_majority,79,5000,0.2,0.9,1.0,3,0.00198125,0.99588375,0.00321375,0.0,1.0,0.0,0
alld_majority,80,5000,0.2,0.9,1.0,3,0.7975033333333333,0.15196625,0.84803375,1.0,0.0,1.0,1
alld_majority,81,5000,0.2,0.9,1.0,3,0.9697941666666666,0.018211250000000002,0.98178875,1.0,0.0,1.0,1
alld_majority,82,5000,0.2,0.9,1.0,3,0.50142375,0.35312125,0.60549,0.375,0.455,0.51,0
alld_majority,83,5000,0.2,0.9,1.0,3,0.6977029166666666,0.25512250000000003,0.7448775,1.0,0.0,1.0,1
alld_majority,84,5000,0.2,0.9,1.0,3,0.6695933333333334,0.265925,0.73181625,1.0,0.0,1.0,1
alld_majority,85,5000,0.2,0.9,1.0,3,0.7939866666666666,0.16245125,0.83496125,1.0,0.0,1.0,1
alld_majority,86,5000,0.2,0.9,1.0,3,0.27999583333333333,0.64717125,0.340565,1.0,0.0,1.0,1
alld_majority,87,5000,0.2,0.9,1.0,3,0.7669929166666667,0.16932125,0.8234575,1.0,0.0,1.0,1
alld_majority,88,5000,0.2,0.9,1.0,3,0.01031625,0.97076125,0.02437125,0.0,1.0,0.0,0
alld_majority,89,5000,0.2,0.9,1.0,3,0.6875375,0.23941125,0.76017125,0.985,0.01,0.99,1
alld_majority,90,5000,0.2,0.9,1.0,3,0.6399170833333333,0.30933499999999997,0.6902675,1.0,0.0,1.0,1
alld_majority,91,5000,0.2,0.9,1.0,3,0.69942125,0.24156625,0.7572,1.0,0.0,1.0,1
alld_majority,92,5000,0.2,0.9,1.0,3,0.0008575000000000001,0.99211625,0.00783875,0.0,1.0,0.0,0
alld_majority,93,5000,0.2,0.9,1.0,3,0.005910833333333333,0.98390625,0.01321375,0.0,1.0,0.0,0
alld_majority,94,5000,0.2,0.9,1.0,3,0.002511666666666667,0.9970675,0.000655,0.0,1.0,0.0,0
alld_majority,95,5000,0.2,0.9,1.0,3,0.7733187499999999,0.1816075,0.81716375,1.0,0.0,1.0,1
alld_majority,96,5000,0.2,0.9,1.0,3,0.8933195833333334,0.06802875,0.93197125,1.0,0.0,1.0,1
alld_majority,97,5000,0.2,0.9,1.0,3,0.8725658333333334,0.08007625,0.90975125,1.0,0.0,1.0,1
alld_majority,98,5000,0.2,0.9,1.0,3,0.0006391666666666667,0.9977275,0.0022725,0.0,1.0,0.0,0
alld_majority,99,5000,0.2,0.9,1.0,3,0.34233583333333334,0.48749125,0.47326125,0.8716666666666667,0.075,0.92,1
small_reciprocal_foothold,0,5000,0.2,0.9,1.0,3,0.83610875,0.13094,0.8690599999999999,1.0,0.0,1.0,1
small_reciprocal_foothold,1,5000,0.2,0.9,1.0,3,0.92557125,0.04746125,0.95253875,1.0,0.0,1.0,1
small_reciprocal_foothold,2,5000,0.2,0.9,1.0,3,0.95449625,0.0270575,0.9729425,1.0,0.0,1.0,1
small_reciprocal_foothold,3,5000,0.2,0.9,1.0,3,0.0,1.0,0.0,0.0,1.0,0.0,0
small_reciprocal_foothold,4,5000,0.2,0.9,1.0,3,0.00040083333333333334,0.999215,0.000785,0.0,1.0,0.0,0
small_reciprocal_foothold,5,5000,0.2,0.9,1.0,3,0.009714583333333334,0.97964,0.02036,0.0,1.0,0.0,0
small_reciprocal_foothold,6,5000,0.2,0.9,1.0,3,0.8920541666666667,0.07136375,0.92863625,1.0,0.0,1.0,1
small_reciprocal_foothold,7,5000,0.2,0.9,1.0,3,0.00120125,0.9940475,0.0059525,0.0,1.0,0.0,0
small_reciprocal_foothold,8,5000,0.2,0.9,1.0,3,0.9934875,0.00334,0.99666,1.0,0.0,1.0,1
small_reciprocal_foothold,9,5000,0.2,0.9,1.0,3,0.9804445833333333,0.01154375,0.98845625,1.0,0.0,1.0,1
small_reciprocal_foothold,10,5000,0.2,0.9,1.0,3,0.39280583333333335,0.52385,0.47615,0.985,0.01,0.99,1
small_reciprocal_foothold,11,5000,0.2,0.9,1.0,3,0.0,1.0,0.0,0.0,1.0,0.0,0
small_reciprocal_foothold,12,5000,0.2,0.9,1.0,3,0.9665425,0.01886375,0.98113625,1.0,0.0,1.0,1
small_reciprocal_foothold,13,5000,0.2,0.9,1.0,3,0.00022875,0.999175,0.000825,0.0,1.0,0.0,0
small_reciprocal_foothold,14,5000,0.2,0.9,1.0,3,0.98178625,0.01003125,0.98996875,1.0,0.0,1.0,1
small_reciprocal_foothold,15,5000,0.2,0.9,1.0,3,0.0,1.0,0.0,0.0,1.0,0.0,0
small_reciprocal_foothold,16,5000,0.2,0.9,1.0,3,0.9757675,0.01378125,0.98621875,1.0,0.0,1.0,1
small_reciprocal_foothold,17,5000,0.2,0.9,1.0,3,0.7536658333333334,0.17786625,0.82213375,1.0,0.0,1.0,1
small_reciprocal_foothold,18,5000,0.2,0.9,1.0,3,0.988965,0.00584125,0.99415875,1.0,0.0,1.0,1
small_reciprocal_foothold,19,5000,0.2,0.9,1.0,3,0.00031583333333333333,0.998825,0.001175,0.0,1.0,0.0,0
small_reciprocal_foothold,20,5000,0.2,0.9,1.0,3,0.9926670833333333,0.0040550000000000004,0.995945,1.0,0.0,1.0,1
small_reciprocal_foothold,21,5000,0.2,0.9,1.0,3,0.01222625,0.96898,0.03102,0.0,1.0,0.0,0
small_reciprocal_foothold,22,5000,0.2,0.9,1.0,3,0.9036404166666666,0.06446375,0.93553625,1.0,0.0,1.0,1
small_reciprocal_foothold,23,5000,0.2,0.9,1.0,3,0.0,1.0,0.0,0.0,1.0,0.0,0
small_reciprocal_foothold,24,5000,0.2,0.9,1.0,3,0.9362691666666667,0.0396625,0.9603375,1.0,0.0,1.0,1
small_reciprocal_foothold,25,5000,0.2,0.9,1.0,3,0.9159545833333333,0.054605,0.945395,1.0,0.0,1.0,1
small_reciprocal_foothold,26,5000,0.2,0.9,1.0,3,0.8770116666666666,0.08205375,0.91794625,1.0,0.0,1.0,1
small_reciprocal_foothold,27,5000,0.2,0.9,1.0,3,0.8956883333333333,0.06817625,0.93182375,1.0,0.0,1.0,1
small_reciprocal_foothold,28,5000,0.2,0.9,1.0,3,0.9173991666666667,0.05292375,0.94707625,1.0,0.0,1.0,1
small_reciprocal_foothold,29,5000,0.2,0.9,1.0,3,0.0041758333333333335,0.9897375,0.0102625,0.0,1.0,0.0,0
small_reciprocal_foothold,30,5000,0.2,0.9,1.0,3,0.9747475,0.013825,0.986175,1.0,0.0,1.0,1
small_reciprocal_foothold,31,5000,0.2,0.9,1.0,3,0.9932683333333333,0.0034875,0.9965125,1.0,0.0,1.0,1
small_reciprocal_foothold,32,5000,0.2,0.9,1.0,3,0.9463704166666667,0.03251625,0.96748375,1.0,0.0,1.0,1
small_reciprocal_foothold,33,5000,0.2,0.9,1.0,3,0.927085,0.0429125,0.9570875,1.0,0.0,1.0,1
small_reciprocal_foothold,34,5000,0.2,0.9,1.0,3,0.0,1.0,0.0,0.0,1.0,0.0,0
small_reciprocal_foothold,35,5000,0.2,0.9,1.0,3,0.97104375,0.0167225,0.9832775,1.0,0.0,1.0,1
small_reciprocal_foothold,36,5000,0.2,0.9,1.0,3,0.8780325,0.08934375,0.91065625,1.0,0.0,1.0,1
small_reciprocal_foothold,37,5000,0.2,0.9,1.0,3,0.0,1.0,0.0,0.0,1.0,0.0,0
small_reciprocal_foothold,38,5000,0.2,0.9,1.0,3,0.9311104166666667,0.04117125,0.95882875,1.0,0.0,1.0,1
small_reciprocal_foothold,39,5000,0.2,0.9,1.0,3,0.9911195833333334,0.0046225,0.9953775,1.0,0.0,1.0,1
small_reciprocal_foothold,40,5000,0.2,0.9,1.0,3,0.9302045833333333,0.0448425,0.9551575,1.0,0.0,1.0,1
small_reciprocal_foothold,41,5000,0.2,0.9,1.0,3,0.98885625,0.005895,0.994105,1.0,0.0,1.0,1
small_reciprocal_foothold,42,5000,0.2,0.9,1.0,3,0.7191625,0.22268,0.77732,1.0,0.0,1.0,1
small_reciprocal_foothold,43,5000,0.2,0.9,1.0,3,0.0,1.0,0.0,0.0,1.0,0.0,0
small_reciprocal_foothold,44,5000,0.2,0.9,1.0,3,1.0416666666666668e-05,0.99996875,3.125e-05,0.0,1.0,0.0,0
small_reciprocal_foothold,45,5000,0.2,0.9,1.0,3,0.0019920833333333336,0.99593,0.00407,0.0,1.0,0.0,0
small_reciprocal_foothold,46,5000,0.2,0.9,1.0,3,0.0,1.0,0.0,0.0,1.0,0.0,0
small_reciprocal_foothold,47,5000,0.2,0.9,1.0,3,0.9246791666666667,0.04969,0.95031,1.0,0.0,1.0,1
small_reciprocal_foothold,48,5000,0.2,0.9,1.0,3,0.8765179166666667,0.08309875,0.91690125,1.0,0.0,1.0,1
small_reciprocal_foothold,49,5000,0.2,0.9,1.0,3,0.88709125,0.0766,0.9234,1.0,0.0,1.0,1
small_reciprocal_foothold,50,5000,0.2,0.9,1.0,3,0.0,1.0,0.0,0.0,1.0,0.0,0
small_reciprocal_foothold,51,5000,0.2,0.9,1.0,3,0.0,1.0,0.0,0.0,1.0,0.0,0
small_reciprocal_foothold,52,5000,0.2,0.9,1.0,3,0.8089245833333333,0.14272375,0.85727625,1.0,0.0,1.0,1
small_reciprocal_foothold,53,5000,0.2,0.9,1.0,3,3.2500000000000004e-05,0.999935,6.500000000000001e-05,0.0,1.0,0.0,0
small_reciprocal_foothold,54,5000,0.2,0.9,1.0,3,0.9366625,0.0377375,0.9622625,1.0,0.0,1.0,1
small_reciprocal_foothold,55,5000,0.2,0.9,1.0,3,0.85527625,0.10715125,0.89284875,1.0,0.0,1.0,1
small_reciprocal_foothold,56,5000,0.2,0.9,1.0,3,0.8212916666666666,0.12693375,0.87306625,1.0,0.0,1.0,1
small_reciprocal_foothold,57,5000,0.2,0.9,1.0,3,0.9037608333333333,0.063575,0.936425,1.0,0.0,1.0,1
small_reciprocal_foothold,58,5000,0.2,0.9,1.0,3,0.00044791666666666667,0.9991175,0.0008825,0.0,1.0,0.0,0
small_reciprocal_foothold,59,5000,0.2,0.9,1.0,3,0.9815145833333333,0.01022125,0.98977875,1.0,0.0,1.0,1
small_reciprocal_foothold,60,5000,0.2,0.9,1.0,3,0.64159875,0.28684625,0.71315375,1.0,0.0,1.0,1
small_reciprocal_foothold,61,5000,0.2,0.9,1.0,3,0.9684775,0.01842125,0.9815787499999999,1.0,0.0,1.0,1
small_reciprocal_foothold,62,5000,0.2,0.9,1.0,3,0.9528,0.0267875,0.9732125,1.0,0.0,1.0,1
small_reciprocal_foothold,63,5000,0.2,0.9,1.0,3,0.98867375,0.00585,0.99415,1.0,0.0,1.0,1
small_reciprocal_foothold,64,5000,0.2,0.9,1.0,3,0.0,1.0,0.0,0.0,1.0,0.0,0
small_reciprocal_foothold,65,5000,0.2,0.9,1.0,3,0.9353825,0.04039625,0.95960375,1.0,0.0,1.0,1
small_reciprocal_foothold,66,5000,0.2,0.9,1.0,3,0.9744629166666666,0.01425,0.98575,1.0,0.0,1.0,1
small_reciprocal_foothold,67,5000,0.2,0.9,1.0,3,0.82460375,0.13961625,0.86038375,1.0,0.0,1.0,1
small_reciprocal_foothold,68,5000,0.2,0.9,1.0,3,0.9942545833333334,0.0030387500000000002,0.99696125,1.0,0.0,1.0,1
small_reciprocal_foothold,69,5000,0.2,0.9,1.0,3,0.0002666666666666667,0.99947375,0.00052625,0.0,1.0,0.0,0
small_reciprocal_foothold,70,5000,0.2,0.9,1.0,3,0.9962395833333333,0.00191,0.99809,1.0,0.0,1.0,1
small_reciprocal_foothold,71,5000,0.2,0.9,1.0,3,0.9670958333333334,0.0186175,0.9813825,1.0,0.0,1.0,1
small_reciprocal_foothold,72,5000,0.2,0.9,1.0,3,0.0,1.0,0.0,0.0,1.0,0.0,0
small_reciprocal_foothold,73,5000,0.2,0.9,1.0,3,0.9849645833333334,0.00823,0.99177,1.0,0.0,1.0,1
small_reciprocal_foothold,74,5000,0.2,0.9,1.0,3,0.0,1.0,0.0,0.0,1.0,0.0,0
small_reciprocal_foothold,75,5000,0.2,0.9,1.0,3,0.0,1.0,0.0,0.0,1.0,0.0,0
small_reciprocal_foothold,76,5000,0.2,0.9,1.0,3,0.9649454166666667,0.0202325,0.9797675,1.0,0.0,1.0,1
small_reciprocal_foothold,77,5000,0.2,0.9,1.0,3,1.4166666666666668e-05,0.99957125,0.00042875,0.0,1.0,0.0,0
small_reciprocal_foothold,78,5000,0.2,0.9,1.0,3,0.27675041666666667,0.60951375,0.39048625,0.485,0.385,0.615,0
small_reciprocal_foothold,79,5000,0.2,0.9,1.0,3,0.9232258333333333,0.051355,0.948645,1.0,0.0,1.0,1
small_reciprocal_foothold,80,5000,0.2,0.9,1.0,3,0.9890079166666667,0.0059475,0.9940525,1.0,0.0,1.0,1
small_reciprocal_foothold,81,5000,0.2,0.9,1.0,3,0.9521729166666667,0.0282725,0.9717275,1.0,0.0,1.0,1
small_reciprocal_foothold,82,5000,0.2,0.9,1.0,3,0.8848491666666667,0.07650375,0.92349625,1.0,0.0,1.0,1
small_reciprocal_foothold,83,5000,0.2,0.9,1.0,3,0.00016041666666666667,0.9993725,0.0006275,0.0,1.0,0.0,0
small_reciprocal_foothold,84,5000,0.2,0.9,1.0,3,0.9135345833333334,0.05516125,0.94483875,1.0,0.0,1.0,1
small_reciprocal_foothold,85,5000,0.2,0.9,1.0,3,0.73099,0.230745,0.769255,1.0,0.0,1.0,1
small_reciprocal_foothold,86,5000,0.2,0.9,1.0,3,0.51487875,0.418,0.582,0.9716666666666667,0.015,0.985,1
small_reciprocal_foothold,87,5000,0.2,0.9,1.0,3,0.9815091666666667,0.00982125,0.99017875,1.0,0.0,1.0,1
small_reciprocal_foothold,88,5000,0.2,0.9,1.0,3,0.0005404166666666667,0.99893625,0.00106375,0.0,1.0,0.0,0
small_reciprocal_foothold,89,5000,0.2,0.9,1.0,3,0.9553116666666667,0.02560125,0.97439875,1.0,0.0,1.0,1
small_reciprocal_foothold,90,5000,0.2,0.9,1.0,3,1.0416666666666668e-05,0.9997375,0.0002625,0.0,1.0,0.0,0
small_reciprocal_foothold,91,5000,0.2,0.9,1.0,3,0.0,1.0,0.0,0.0,1.0,0.0,0
small_reciprocal_foothold,92,5000,0.2,0.9,1.0,3,0.0,1.0,0.0,0.0,1.0,0.0,0
small_reciprocal_foothold,93,5000,0.2,0.9,1.0,3,0.0,1.0,0.0,0.0,1.0,0.0,0
small_reciprocal_foothold,94,5000,0.2,0.9,1.0,3,0.8263729166666667,0.1353975,0.8646025,1.0,0.0,1.0,1
small_reciprocal_foothold,95,5000,0.2,0.9,1.0,3,2.625e-05,0.99987125,0.00012875,0.0,1.0,0.0,0
small_reciprocal_foothold,96,5000,0.2,0.9,1.0,3,1.375e-05,0.99960625,0.00039375,0.0,1.0,0.0,0
small_reciprocal_foothold,97,5000,0.2,0.9,1.0,3,0.0,1.0,0.0,0.0,1.0,0.0,0
small_reciprocal_foothold,98,5000,0.2,0.9,1.0,3,0.9883033333333333,0.0066825,0.9933175,1.0,0.0,1.0,1
small_reciprocal_foothold,99,5000,0.2,0.9,1.0,3,0.0,1.0,0.0,0.0,1.0,0.0,0
single_tft_invader,0,5000,0.2,0.9,1.0,3,0.0,1.0,0.0,0.0,1.0,0.0,0
single_tft_invader,1,5000,0.2,0.9,1.0,3,0.0,1.0,0.0,0.0,1.0,0.0,0
single_tft_invader,2,5000,0.2,0.9,1.0,3,0.0,1.0,0.0,0.0,1.0,0.0,0
single_tft_invader,3,5000,0.2,0.9,1.0,3,0.0,1.0,0.0,0.0,1.0,0.0,0
single_tft_invader,4,5000,0.2,0.9,1.0,3,1.3333333333333335e-05,0.999595,0.00040500000000000003,0.0,1.0,0.0,0
single_tft_invader,5,5000,0.2,0.9,1.0,3,0.9548258333333334,0.02652375,0.97347625,1.0,0.0,1.0,1
single_tft_invader,6,5000,0.2,0.9,1.0,3,0.0,1.0,0.0,0.0,1.0,0.0,0
single_tft_invader,7,5000,0.2,0.9,1.0,3,0.0,1.0,0.0,0.0,1.0,0.0,0
single_tft_invader,8,5000,0.2,0.9,1.0,3,0.0,1.0,0.0,0.0,1.0,0.0,0
single_tft_invader,9,5000,0.2,0.9,1.0,3,0.0,1.0,0.0,0.0,1.0,0.0,0
single_tft_invader,10,5000,0.2,0.9,1.0,3,0.0,1.0,0.0,0.0,1.0,0.0,0
single_tft_invader,11,5000,0.2,0.9,1.0,3,0.0,1.0,0.0,0.0,1.0,0.0,0
single_tft_invader,12,5000,0.2,0.9,1.0,3,0.0,1.0,0.0,0.0,1.0,0.0,0
single_tft_invader,13,5000,0.2,0.9,1.0,3,0.98721375,0.0066300000000000005,0.99337,1.0,0.0,1.0,1
single_tft_invader,14,5000,0.2,0.9,1.0,3,0.7636,0.20107125,0.79892875,1.0,0.0,1.0,1
single_tft_invader,15,5000,0.2,0.9,1.0,3,0.0,1.0,0.0,0.0,1.0,0.0,0
single_tft_invader,16,5000,0.2,0.9,1.0,3,0.0,1.0,0.0,0.0,1.0,0.0,0
single_tft_invader,17,5000,0.2,0.9,1.0,3,0.0,1.0,0.0,0.0,1.0,0.0,0
single_tft_invader,18,5000,0.2,0.9,1.0,3,0.0,1.0,0.0,0.0,1.0,0.0,0
single_tft_invader,19,5000,0.2,0.9,1.0,3,0.0,1.0,0.0,0.0,1.0,0.0,0
single_tft_invader,20,5000,0.2,0.9,1.0,3,0.0,1.0,0.0,0.0,1.0,0.0,0
single_tft_invader,21,5000,0.2,0.9,1.0,3,0.0,1.0,0.0,0.0,1.0,0.0,0
single_tft_invader,22,5000,0.2,0.9,1.0,3,0.0,1.0,0.0,0.0,1.0,0.0,0
single_tft_invader,23,5000,0.2,0.9,1.0,3,0.0,1.0,0.0,0.0,1.0,0.0,0
single_tft_invader,24,5000,0.2,0.9,1.0,3,0.8027016666666666,0.16227125,0.83772875,1.0,0.0,1.0,1
single_tft_invader,25,5000,0.2,0.9,1.0,3,0.0,1.0,0.0,0.0,1.0,0.0,0
single_tft_invader,26,5000,0.2,0.9,1.0,3,0.9732929166666666,0.01409875,0.98590125,1.0,0.0,1.0,1
single_tft_invader,27,5000,0.2,0.9,1.0,3,0.0,1.0,0.0,0.0,1.0,0.0,0
single_tft_invader,28,5000,0.2,0.9,1.0,3,0.0,1.0,0.0,0.0,1.0,0.0,0
single_tft_invader,29,5000,0.2,0.9,1.0,3,0.0,1.0,0.0,0.0,1.0,0.0,0
single_tft_invader,30,5000,0.2,0.9,1.0,3,0.0,1.0,0.0,0.0,1.0,0.0,0
single_tft_invader,31,5000,0.2,0.9,1.0,3,0.0,1.0,0.0,0.0,1.0,0.0,0
single_tft_invader,32,5000,0.2,0.9,1.0,3,0.0,1.0,0.0,0.0,1.0,0.0,0
single_tft_invader,33,5000,0.2,0.9,1.0,3,0.0,1.0,0.0,0.0,1.0,0.0,0
single_tft_invader,34,5000,0.2,0.9,1.0,3,0.0,1.0,0.0,0.0,1.0,0.0,0
single_tft_invader,35,5000,0.2,0.9,1.0,3,0.0,1.0,0.0,0.0,1.0,0.0,0
single_tft_invader,36,5000,0.2,0.9,1.0,3,0.0,1.0,0.0,0.0,1.0,0.0,0
single_tft_invader,37,5000,0.2,0.9,1.0,3,0.0,1.0,0.0,0.0,1.0,0.0,0
single_tft_invader,38,5000,0.2,0.9,1.0,3,0.0,1.0,0.0,0.0,1.0,0.0,0
single_tft_invader,39,5000,0.2,0.9,1.0,3,0.0,1.0,0.0,0.0,1.0,0.0,0
single_tft_invader,40,5000,0.2,0.9,1.0,3,0.0,1.0,0.0,0.0,1.0,0.0,0
single_tft_invader,41,5000,0.2,0.9,1.0,3,0.0,1.0,0.0,0.0,1.0,0.0,0
single_tft_invader,42,5000,0.2,0.9,1.0,3,0.0,1.0,0.0,0.0,1.0,0.0,0
single_tft_invader,43,5000,0.2,0.9,1.0,3,0.0,1.0,0.0,0.0,1.0,0.0,0
single_tft_invader,44,5000,0.2,0.9,1.0,3,0.97920125,0.0113875,0.9886125,1.0,0.0,1.0,1
single_tft_invader,45,5000,0.2,0.9,1.0,3,0.7366525,0.22747625,0.77252375,1.0,0.0,1.0,1
single_tft_invader,46,5000,0.2,0.9,1.0,3,0.0,1.0,0.0,0.0,1.0,0.0,0
single_tft_invader,47,5000,0.2,0.9,1.0,3,0.0,1.0,0.0,0.0,1.0,0.0,0
single_tft_invader,48,5000,0.2,0.9,1.0,3,0.0,1.0,0.0,0.0,1.0,0.0,0
single_tft_invader,49,5000,0.2,0.9,1.0,3,0.9683633333333334,0.0179875,0.9820125,1.0,0.0,1.0,1
